tournament,match_date,series,best_of,winner,loser,w1,l1,w2,l2,w3,l3,w4,l4,w5,l5,winner_mw,loser_mw,winner_gw,loser_gw
Rogers Masters,2013-08-06,Masters 1000,3,Raonic M.,Chardy J.,6,3,4,6,7,5,0,0,0,0,2,1,17,14
Rogers Masters,2013-08-07,Masters 1000,3,Haas T.,Goffin D.,7,6,6,3,0,0,0,0,0,0,2,0,13,9
Rogers Masters,2013-08-06,Masters 1000,3,Nishikori K.,Seppi A.,4,6,7,5,6,1,0,0,0,0,2,1,17,12
Rogers Masters,2013-08-07,Masters 1000,3,Djokovic N.,Mayer F.,6,2,6,1,0,0,0,0,0,0,2,0,12,3
Rogers Masters,2013-08-07,Masters 1000,3,Gasquet R.,Klizan M.,6,3,6,2,0,0,0,0,0,0,2,0,12,5
Rogers Masters,2013-08-07,Masters 1000,3,Murray A.,Granollers M.,6,4,7,6,0,0,0,0,0,0,2,0,13,10
Rogers Masters,2013-08-07,Masters 1000,3,Pospisil V.,Stepanek R.,6,2,6,4,0,0,0,0,0,0,2,0,12,6
Rogers Masters,2013-08-07,Masters 1000,3,Gulbis E.,Fognini F.,6,3,1,6,6,1,0,0,0,0,2,1,13,10
Rogers Masters,2013-08-07,Masters 1000,3,Paire B.,Wawrinka S.,6,2,7,6,0,0,0,0,0,0,2,0,13,8
Rogers Masters,2013-08-07,Masters 1000,3,Berdych T.,Dolgopolov O.,6,3,6,4,0,0,0,0,0,0,2,0,12,7
Rogers Masters,2013-08-07,Masters 1000,3,Istomin D.,Peliwo F.,6,3,3,6,6,3,0,0,0,0,2,1,15,12
Rogers Masters,2013-08-07,Masters 1000,3,Nadal R.,Levine J.,6,2,6,0,0,0,0,0,0,0,2,0,12,2
Rogers Masters,2013-08-07,Masters 1000,3,Matosevic M.,Haas T.,5,0,0,0,0,0,0,0,0,0,2,0,5,0
Rogers Masters,2013-08-07,Masters 1000,3,Janowicz J.,Dancevic F.,7,6,3,6,6,4,0,0,0,0,2,1,16,16
Rogers Masters,2013-08-07,Masters 1000,3,Davydenko N.,Andujar P.,6,1,4,6,6,3,0,0,0,0,2,1,16,10
Rogers Masters,2013-08-07,Masters 1000,3,Raonic M.,Youzhny M.,6,4,6,4,0,0,0,0,0,0,2,0,12,8
Rogers Masters,2013-08-08,Masters 1000,3,Bogomolov A.,Ferrer D.,6,2,6,4,0,0,0,0,0,0,2,0,12,6
Rogers Masters,2013-08-08,Masters 1000,3,Del Potro J.M.,Dodig I.,6,4,4,6,7,5,0,0,0,0,2,1,17,15
Rogers Masters,2013-08-08,Masters 1000,3,Matosevic M.,Paire B.,7,6,6,7,6,3,0,0,0,0,2,1,19,16
Rogers Masters,2013-08-08,Masters 1000,3,Nadal R.,Janowicz J.,7,6,6,4,0,0,0,0,0,0,2,0,13,10
Rogers Masters,2013-08-08,Masters 1000,3,Gulbis E.,Murray A.,6,4,6,3,0,0,0,0,0,0,2,0,12,7
Rogers Masters,2013-08-08,Masters 1000,3,Pospisil V.,Berdych T.,7,5,2,6,7,6,0,0,0,0,2,1,16,17
Rogers Masters,2013-08-08,Masters 1000,3,Davydenko N.,Bogomolov A.,6,4,6,3,0,0,0,0,0,0,2,0,12,7
Rogers Masters,2013-08-08,Masters 1000,3,Raonic M.,Del Potro J.M.,7,5,6,4,0,0,0,0,0,0,2,0,13,9
Rogers Masters,2013-08-09,Masters 1000,3,Gasquet R.,Nishikori K.,1,6,6,3,6,3,0,0,0,0,2,1,13,12
Rogers Masters,2013-08-09,Masters 1000,3,Djokovic N.,Istomin D.,2,6,6,4,6,4,0,0,0,0,2,1,14,14
Rogers Masters,2013-08-09,Masters 1000,3,Pospisil V.,Davydenko N.,3,0,0,0,0,0,0,0,0,0,2,0,3,0
Rogers Masters,2013-08-09,Masters 1000,3,Raonic M.,Gulbis E.,7,6,4,6,6,4,0,0,0,0,2,1,17,16
Rogers Masters,2013-08-09,Masters 1000,3,Djokovic N.,Gasquet R.,6,1,6,2,0,0,0,0,0,0,2,0,12,3
Rogers Masters,2013-08-10,Masters 1000,3,Nadal R.,Matosevic M.,6,2,6,4,0,0,0,0,0,0,2,0,12,6
Rogers Masters,2013-08-10,Masters 1000,3,Raonic M.,Pospisil V.,6,4,1,6,7,6,0,0,0,0,2,1,14,16
Rogers Masters,2013-08-11,Masters 1000,3,Nadal R.,Djokovic N.,6,4,3,6,7,6,0,0,0,0,2,1,16,16
Rogers Masters,2013-08-11,Masters 1000,3,Nadal R.,Raonic M.,6,2,6,2,0,0,0,0,0,0,2,0,12,4
Western & Southern Financial Group Masters,2013-08-11,Masters 1000,3,Benneteau J.,Baghdatis M.,6,3,6,2,0,0,0,0,0,0,2,0,12,5
Western & Southern Financial Group Masters,2013-08-12,Masters 1000,3,Harrison R.,Dolgopolov O.,7,6,6,4,0,0,0,0,0,0,2,0,13,10
Western & Southern Financial Group Masters,2013-08-12,Masters 1000,3,Baker B.,Istomin D.,7,5,6,3,0,0,0,0,0,0,2,0,13,8
Western & Southern Financial Group Masters,2013-08-12,Masters 1000,3,Granollers M.,Rosol L.,5,7,6,4,6,0,0,0,0,0,2,1,17,11
Western & Southern Financial Group Masters,2013-08-12,Masters 1000,3,Kohlschreiber P.,Fish M.,7,5,6,2,0,0,0,0,0,0,2,0,13,7
Western & Southern Financial Group Masters,2013-08-12,Masters 1000,3,Dimitrov G.,Almagro N.,7,6,6,4,0,0,0,0,0,0,2,0,13,10
Western & Southern Financial Group Masters,2013-08-12,Masters 1000,3,Chardy J.,Mannarino A.,6,4,6,3,0,0,0,0,0,0,2,0,12,7
Western & Southern Financial Group Masters,2013-08-12,Masters 1000,3,Monaco J.,Melzer J.,6,3,6,2,0,0,0,0,0,0,2,0,12,5
Western & Southern Financial Group Masters,2013-08-12,Masters 1000,3,Tursunov D.,Klizan M.,4,6,7,6,6,4,0,0,0,0,2,1,17,16
Western & Southern Financial Group Masters,2013-08-12,Masters 1000,3,Tipsarevic J.,Querrey S.,6,7,6,3,6,4,0,0,0,0,2,1,18,14
Western & Southern Financial Group Masters,2013-08-12,Masters 1000,3,Stepanek R.,Fognini F.,6,2,6,4,0,0,0,0,0,0,2,0,12,6
Western & Southern Financial Group Masters,2013-08-13,Masters 1000,3,Goffin D.,Mcdonald M.,6,1,6,1,0,0,0,0,0,0,2,0,12,2
Western & Southern Financial Group Masters,2013-08-13,Masters 1000,3,Blake J.,Janowicz J.,6,1,7,5,0,0,0,0,0,0,2,0,13,6
Western & Southern Financial Group Masters,2013-08-13,Masters 1000,3,Haas T.,Anderson K.,6,4,6,4,0,0,0,0,0,0,2,0,12,8
Western & Southern Financial Group Masters,2013-08-13,Masters 1000,3,Robredo T.,Bellucci T.,6,7,7,6,6,2,0,0,0,0,2,1,19,15
Western & Southern Financial Group Masters,2013-08-13,Masters 1000,3,Lopez F.,Nishikori K.,6,4,7,6,0,0,0,0,0,0,2,0,13,10
Western & Southern Financial Group Masters,2013-08-13,Masters 1000,3,Davydenko N.,Paire B.,7,6,6,3,0,0,0,0,0,0,2,0,13,9
Western & Southern Financial Group Masters,2013-08-13,Masters 1000,3,Nieminen J.,Roger-Vasselin E.,6,3,6,4,0,0,0,0,0,0,2,0,12,7
Western & Southern Financial Group Masters,2013-08-13,Masters 1000,3,Youzhny M.,Gulbis E.,7,5,6,3,0,0,0,0,0,0,2,0,13,8
Western & Southern Financial Group Masters,2013-08-13,Masters 1000,3,Isner J.,Mayer F.,6,3,6,4,0,0,0,0,0,0,2,0,12,7
Western & Southern Financial Group Masters,2013-08-13,Masters 1000,3,Becker B.,Andujar P.,6,1,6,4,0,0,0,0,0,0,2,0,12,5
Western & Southern Financial Group Masters,2013-08-13,Masters 1000,3,Wawrinka S.,Seppi A.,6,3,6,4,0,0,0,0,0,0,2,0,12,7
Western & Southern Financial Group Masters,2013-08-13,Masters 1000,3,Pospisil V.,Simon G.,6,3,1,1,0,0,0,0,0,0,2,0,7,4
Western & Southern Financial Group Masters,2013-08-14,Masters 1000,3,Raonic M.,Sock J.,3,6,6,4,6,3,0,0,0,0,2,1,15,13
Western & Southern Financial Group Masters,2013-08-13,Masters 1000,3,Ferrer D.,Harrison R.,7,6,3,6,6,4,0,0,0,0,2,1,16,16
Western & Southern Financial Group Masters,2013-08-13,Masters 1000,3,Dimitrov G.,Baker B.,6,3,6,2,0,0,0,0,0,0,2,0,12,5
Western & Southern Financial Group Masters,2013-08-13,Masters 1000,3,Benneteau J.,Stepanek R.,6,2,5,7,7,6,0,0,0,0,2,1,18,15
Western & Southern Financial Group Masters,2013-08-14,Masters 1000,3,Federer R.,Kohlschreiber P.,6,3,7,6,0,0,0,0,0,0,2,0,13,9
Western & Southern Financial Group Masters,2013-08-14,Masters 1000,3,Haas T.,Granollers M.,6,4,6,1,0,0,0,0,0,0,2,0,12,5
Western & Southern Financial Group Masters,2013-08-14,Masters 1000,3,Murray A.,Youzhny M.,6,2,6,3,0,0,0,0,0,0,2,0,12,5
Western & Southern Financial Group Masters,2013-08-14,Masters 1000,3,Goffin D.,Pospisil V.,7,5,1,6,7,6,0,0,0,0,2,1,15,17
Western & Southern Financial Group Masters,2013-08-14,Masters 1000,3,Del Potro J.M.,Davydenko N.,7,5,7,5,0,0,0,0,0,0,2,0,14,10
Western & Southern Financial Group Masters,2013-08-14,Masters 1000,3,Isner J.,Gasquet R.,7,6,6,2,0,0,0,0,0,0,2,0,13,8
Western & Southern Financial Group Masters,2013-08-14,Masters 1000,3,Lopez F.,Chardy J.,6,4,2,2,0,0,0,0,0,0,2,0,8,6
Western & Southern Financial Group Masters,2013-08-14,Masters 1000,3,Raonic M.,Tipsarevic J.,6,4,7,6,0,0,0,0,0,0,2,0,13,10
Western & Southern Financial Group Masters,2013-08-14,Masters 1000,3,Djokovic N.,Monaco J.,7,5,6,2,0,0,0,0,0,0,2,0,13,7
Western & Southern Financial Group Masters,2013-08-14,Masters 1000,3,Tursunov D.,Blake J.,6,4,6,4,0,0,0,0,0,0,2,0,12,8
Western & Southern Financial Group Masters,2013-08-15,Masters 1000,3,Berdych T.,Nieminen J.,6,3,6,2,0,0,0,0,0,0,2,0,12,5
Western & Southern Financial Group Masters,2013-08-15,Masters 1000,3,Nadal R.,Becker B.,6,2,6,2,0,0,0,0,0,0,2,0,12,4
Western & Southern Financial Group Masters,2013-08-15,Masters 1000,3,Robredo T.,Wawrinka S.,7,5,3,6,6,3,0,0,0,0,2,1,16,14
Western & Southern Financial Group Masters,2013-08-15,Masters 1000,3,Del Potro J.M.,Lopez F.,6,4,1,6,6,4,0,0,0,0,2,1,13,14
Western & Southern Financial Group Masters,2013-08-15,Masters 1000,3,Tursunov D.,Ferrer D.,6,2,6,4,0,0,0,0,0,0,2,0,12,6
Western & Southern Financial Group Masters,2013-08-15,Masters 1000,3,Djokovic N.,Goffin D.,6,2,6,0,0,0,0,0,0,0,2,0,12,2
Western & Southern Financial Group Masters,2013-08-15,Masters 1000,3,Isner J.,Raonic M.,7,6,6,4,0,0,0,0,0,0,2,0,13,10
Western & Southern Financial Group Masters,2013-08-15,Masters 1000,3,Federer R.,Haas T.,1,6,7,5,6,3,0,0,0,0,2,1,14,14
Western & Southern Financial Group Masters,2013-08-15,Masters 1000,3,Murray A.,Benneteau J.,6,2,6,2,0,0,0,0,0,0,2,0,12,4
Western & Southern Financial Group Masters,2013-08-16,Masters 1000,3,Nadal R.,Dimitrov G.,6,2,5,7,6,2,0,0,0,0,2,1,17,11
Western & Southern Financial Group Masters,2013-08-16,Masters 1000,3,Berdych T.,Robredo T.,6,3,6,0,0,0,0,0,0,0,2,0,12,3
Western & Southern Financial Group Masters,2013-08-16,Masters 1000,3,Del Potro J.M.,Tursunov D.,6,4,3,6,6,1,0,0,0,0,2,1,15,11
Western & Southern Financial Group Masters,2013-08-16,Masters 1000,3,Isner J.,Djokovic N.,7,6,3,6,7,5,0,0,0,0,2,1,17,17
Western & Southern Financial Group Masters,2013-08-16,Masters 1000,3,Berdych T.,Murray A.,6,3,6,4,0,0,0,0,0,0,2,0,12,7
Western & Southern Financial Group Masters,2013-08-17,Masters 1000,3,Nadal R.,Federer R.,5,7,6,4,6,3,0,0,0,0,2,1,17,14
Western & Southern Financial Group Masters,2013-08-17,Masters 1000,3,Isner J.,Del Potro J.M.,6,7,7,6,6,3,0,0,0,0,2,1,19,16
Western & Southern Financial Group Masters,2013-08-17,Masters 1000,3,Nadal R.,Berdych T.,7,5,7,6,0,0,0,0,0,0,2,0,14,11
Western & Southern Financial Group Masters,2013-08-18,Masters 1000,3,Nadal R.,Isner J.,7,6,7,6,0,0,0,0,0,0,2,0,14,12
Winston-Salem Open at Wake Forest University,2013-08-18,ATP250,3,Bogomolov A.,Hanescu V.,6,3,6,4,0,0,0,0,0,0,2,0,12,7
Winston-Salem Open at Wake Forest University,2013-08-18,ATP250,3,Lu Y.H.,Bogaerts R.,6,1,6,1,0,0,0,0,0,0,2,0,12,2
Winston-Salem Open at Wake Forest University,2013-08-18,ATP250,3,Haase R.,Mannarino A.,6,3,6,3,0,0,0,0,0,0,2,0,12,6
Winston-Salem Open at Wake Forest University,2013-08-18,ATP250,3,Garcia-Lopez G.,Zemlja G.,6,1,4,6,6,1,0,0,0,0,2,1,16,8
Winston-Salem Open at Wake Forest University,2013-08-19,ATP250,3,Fish M.,Donskoy E.,6,3,3,6,6,1,0,0,0,0,2,1,15,10
Winston-Salem Open at Wake Forest University,2013-08-19,ATP250,3,Johnson S.,Reynolds B.,6,1,6,2,0,0,0,0,0,0,2,0,12,3
Winston-Salem Open at Wake Forest University,2013-08-19,ATP250,3,Goffin D.,Sock J.,4,6,6,3,1,0,0,0,0,0,2,1,11,9
Winston-Salem Open at Wake Forest University,2013-08-19,ATP250,3,Pella G.,Mayer L.,7,6,7,6,0,0,0,0,0,0,2,0,14,12
Winston-Salem Open at Wake Forest University,2013-08-19,ATP250,3,Berankis R.,De Schepper K.,7,6,6,4,0,0,0,0,0,0,2,0,13,10
Winston-Salem Open at Wake Forest University,2013-08-19,ATP250,3,Gimeno-Traver D.,Roger-Vasselin E.,7,6,7,6,0,0,0,0,0,0,2,0,14,12
Winston-Salem Open at Wake Forest University,2013-08-19,ATP250,3,Mahut N.,Kubot L.,6,3,6,1,0,0,0,0,0,0,2,0,12,4
Winston-Salem Open at Wake Forest University,2013-08-19,ATP250,3,De Bakker T.,Sijsling I.,3,6,6,4,6,4,0,0,0,0,2,1,15,14
Winston-Salem Open at Wake Forest University,2013-08-19,ATP250,3,Blake J.,Williams R.,6,1,7,5,0,0,0,0,0,0,2,0,13,6
Winston-Salem Open at Wake Forest University,2013-08-19,ATP250,3,Bautista R.,Nielsen F.,6,1,6,3,0,0,0,0,0,0,2,0,12,4
Winston-Salem Open at Wake Forest University,2013-08-19,ATP250,3,Rufin G.,Istomin D.,6,4,3,6,6,3,0,0,0,0,2,1,15,13
Winston-Salem Open at Wake Forest University,2013-08-19,ATP250,3,Smyczek T.,Russell M.,6,4,6,7,6,4,0,0,0,0,2,1,18,15
Winston-Salem Open at Wake Forest University,2013-08-20,ATP250,3,Querrey S.,Garcia-Lopez G.,4,6,6,3,6,4,0,0,0,0,2,1,16,13
Winston-Salem Open at Wake Forest University,2013-08-20,ATP250,3,Lu Y.H.,Andujar P.,6,4,6,3,0,0,0,0,0,0,2,0,12,7
Winston-Salem Open at Wake Forest University,2013-08-20,ATP250,3,Haase R.,Rosol L.,6,4,3,6,7,5,0,0,0,0,2,1,16,15
Winston-Salem Open at Wake Forest University,2013-08-20,ATP250,3,Bogomolov A.,Sousa J.,6,4,6,1,0,0,0,0,0,0,2,0,12,5
Winston-Salem Open at Wake Forest University,2013-08-20,ATP250,3,Berankis R.,Kudla D.,6,4,6,4,0,0,0,0,0,0,2,0,12,8
Winston-Salem Open at Wake Forest University,2013-08-20,ATP250,3,Monaco J.,Mahut N.,6,7,6,3,6,4,0,0,0,0,2,1,18,14
Winston-Salem Open at Wake Forest University,2013-08-20,ATP250,3,Nieminen J.,Fish M.,7,5,6,7,3,2,0,0,0,0,2,1,16,14
Winston-Salem Open at Wake Forest University,2013-08-20,ATP250,3,Bautista R.,Klizan M.,6,4,6,1,0,0,0,0,0,0,2,0,12,5
Winston-Salem Open at Wake Forest University,2013-08-20,ATP250,3,Tursunov D.,Goffin D.,4,6,7,5,6,1,0,0,0,0,2,1,17,12
Winston-Salem Open at Wake Forest University,2013-08-20,ATP250,3,Paire B.,Blake J.,7,6,2,6,6,3,0,0,0,0,2,1,15,15
Winston-Salem Open at Wake Forest University,2013-08-20,ATP250,3,Verdasco F.,Smyczek T.,3,6,6,3,6,3,0,0,0,0,2,1,15,12
Winston-Salem Open at Wake Forest University,2013-08-20,ATP250,3,Melzer J.,De Bakker T.,7,5,6,7,4,2,0,0,0,0,2,1,17,14
Winston-Salem Open at Wake Forest University,2013-08-20,ATP250,3,Dolgopolov O.,Gimeno-Traver D.,4,6,6,1,6,4,0,0,0,0,2,1,16,11
Winston-Salem Open at Wake Forest University,2013-08-20,ATP250,3,Johnson S.,Seppi A.,6,7,6,4,7,5,0,0,0,0,2,1,19,16
Winston-Salem Open at Wake Forest University,2013-08-21,ATP250,3,Monfils G.,Pella G.,6,2,6,2,0,0,0,0,0,0,2,0,12,4
Winston-Salem Open at Wake Forest University,2013-08-21,ATP250,3,Robredo T.,Rufin G.,7,6,4,6,6,3,0,0,0,0,2,1,17,15
Winston-Salem Open at Wake Forest University,2013-08-21,ATP250,3,Querrey S.,Nieminen J.,4,6,7,6,7,6,0,0,0,0,2,1,18,18
Winston-Salem Open at Wake Forest University,2013-08-21,ATP250,3,Berankis R.,Bautista R.,6,3,6,3,0,0,0,0,0,0,2,0,12,6
Winston-Salem Open at Wake Forest University,2013-08-21,ATP250,3,Melzer J.,Paire B.,6,4,6,3,0,0,0,0,0,0,2,0,12,7
Winston-Salem Open at Wake Forest University,2013-08-21,ATP250,3,Verdasco F.,Haase R.,6,4,6,7,6,3,0,0,0,0,2,1,18,14
Winston-Salem Open at Wake Forest University,2013-08-21,ATP250,3,Tursunov D.,Bogomolov A.,6,3,7,5,0,0,0,0,0,0,2,0,13,8
Winston-Salem Open at Wake Forest University,2013-08-21,ATP250,3,Lu Y.H.,Johnson S.,6,3,6,2,0,0,0,0,0,0,2,0,12,5
Winston-Salem Open at Wake Forest University,2013-08-21,ATP250,3,Dolgopolov O.,Monaco J.,4,6,6,3,6,3,0,0,0,0,2,1,16,12
Winston-Salem Open at Wake Forest University,2013-08-22,ATP250,3,Monfils G.,Robredo T.,7,6,4,6,6,2,0,0,0,0,2,1,17,14
Winston-Salem Open at Wake Forest University,2013-08-22,ATP250,3,Dolgopolov O.,Lu Y.H.,7,6,6,3,0,0,0,0,0,0,2,0,13,9
Winston-Salem Open at Wake Forest University,2013-08-22,ATP250,3,Monfils G.,Verdasco F.,6,7,6,4,6,4,0,0,0,0,2,1,18,15
Winston-Salem Open at Wake Forest University,2013-08-22,ATP250,3,Melzer J.,Tursunov D.,6,4,6,3,0,0,0,0,0,0,2,0,12,7
Winston-Salem Open at Wake Forest University,2013-08-23,ATP250,3,Querrey S.,Berankis R.,6,3,6,4,0,0,0,0,0,0,2,0,12,7
Winston-Salem Open at Wake Forest University,2013-08-23,ATP250,3,Monfils G.,Dolgopolov O.,7,6,6,3,0,0,0,0,0,0,2,0,13,9
Winston-Salem Open at Wake Forest University,2013-08-24,ATP250,3,Melzer J.,Querrey S.,6,2,4,6,6,3,0,0,0,0,2,1,16,11
Winston-Salem Open at Wake Forest University,2013-08-24,ATP250,3,Melzer J.,Monfils G.,6,3,2,1,0,0,0,0,0,0,2,0,8,4
US Open,2013-08-26,Grand Slam,5,Evans D.,Nishikori K.,6,4,6,4,6,2,0,0,0,0,3,1,18,10
US Open,2013-08-26,Grand Slam,5,Tursunov D.,Bedene A.,7,5,4,6,6,3,6,0,0,0,3,1,23,14
US Open,2013-08-26,Grand Slam,5,Tomic B.,Ramos A.,6,3,3,6,4,6,7,6,6,3,3,2,26,24
US Open,2013-08-26,Grand Slam,5,Rufin G.,Struff J.L.,7,6,6,3,2,6,2,6,6,1,3,2,23,22
US Open,2013-08-26,Grand Slam,5,Lopez F.,Serra F.,6,7,6,2,6,3,6,3,0,0,3,1,24,15
US Open,2013-08-26,Grand Slam,5,Klahn B.,De Schepper K.,6,7,6,2,7,6,7,6,0,0,3,1,26,21
US Open,2013-08-26,Grand Slam,5,Gasquet R.,Russell M.,6,3,6,4,6,2,0,0,0,0,3,1,18,9
US Open,2013-08-26,Grand Slam,5,Davydenko N.,Williams R.,6,3,4,6,1,6,7,5,6,0,3,2,24,20
US Open,2013-08-26,Grand Slam,5,Robert S.,Olivetti A.,6,3,6,3,6,4,0,0,0,0,3,1,18,10
US Open,2013-08-26,Grand Slam,5,Kukushkin M.,Martin A.,6,4,7,6,7,5,0,0,0,0,3,1,20,15
US Open,2013-08-26,Grand Slam,5,Haider-Maurer A.,Gulbis E.,3,6,6,3,1,6,7,6,6,4,3,2,23,25
US Open,2013-08-26,Grand Slam,5,Tipsarevic J.,Cuevas P.,6,3,6,7,6,3,0,0,0,0,3,1,18,13
US Open,2013-08-26,Grand Slam,5,Nadal R.,Harrison R.,6,4,6,2,6,2,0,0,0,0,3,1,18,8
US Open,2013-08-26,Grand Slam,5,Dodig I.,Verdasco F.,6,3,7,5,1,6,4,6,6,3,3,2,24,23
US Open,2013-08-26,Grand Slam,5,Dancevic F.,Haase R.,7,6,3,6,7,5,7,6,0,0,3,1,24,23
US Open,2013-08-26,Grand Slam,5,Sela D.,Kuznetsov An.,7,6,6,3,6,7,5,7,6,4,3,2,30,27
US Open,2013-08-26,Grand Slam,5,Robredo T.,Matosevic M.,6,3,6,7,6,3,6,2,0,0,3,1,24,15
US Open,2013-08-26,Grand Slam,5,Bautista R.,Bellucci T.,6,3,6,2,6,2,0,0,0,0,3,1,18,7
US Open,2013-08-26,Grand Slam,5,Ferrer D.,Kyrgios N.,7,5,6,3,6,2,0,0,0,0,3,1,19,10
US Open,2013-08-27,Grand Slam,5,Kohlschreiber P.,Altamirano C.,6,1,6,3,6,1,0,0,0,0,3,1,18,5
US Open,2013-08-27,Grand Slam,5,Andujar P.,De Bakker T.,6,4,6,4,6,4,0,0,0,0,3,1,18,12
US Open,2013-08-27,Grand Slam,5,Raonic M.,Fabbiano T.,6,3,7,6,6,3,0,0,0,0,3,1,19,12
US Open,2013-08-27,Grand Slam,5,Benneteau J.,Przysiezny M.,6,4,5,7,6,4,6,4,0,0,3,1,23,19
US Open,2013-08-27,Grand Slam,5,Sousa J.,Dimitrov G.,3,6,6,3,6,4,5,7,6,2,3,2,26,22
US Open,2013-08-27,Grand Slam,5,Chardy J.,Stakhovsky S.,6,4,4,6,6,2,4,6,6,4,3,2,26,22
US Open,2013-08-27,Grand Slam,5,Nieminen J.,Kubot L.,7,5,7,5,6,2,0,0,0,0,3,1,20,12
US Open,2013-08-27,Grand Slam,5,Mannarino A.,Zeballos H.,4,6,6,4,6,2,6,1,0,0,3,1,22,13
US Open,2013-08-27,Grand Slam,5,Roger-Vasselin E.,Montanes A.,6,3,6,2,6,4,0,0,0,0,3,1,18,9
US Open,2013-08-27,Grand Slam,5,Gonzalez M.,Janowicz J.,6,4,6,4,6,2,0,0,0,0,3,1,18,10
US Open,2013-08-27,Grand Slam,5,Querrey S.,Pella G.,7,6,4,6,6,1,6,2,0,0,3,1,23,15
US Open,2013-08-27,Grand Slam,5,Isner J.,Volandri F.,6,0,6,2,6,3,0,0,0,0,3,1,18,5
US Open,2013-08-27,Grand Slam,5,Monfils G.,Ungur A.,6,1,6,2,6,0,0,0,0,0,3,1,18,3
US Open,2013-08-27,Grand Slam,5,Berlocq C.,Giraldo S.,6,3,3,6,6,7,6,4,6,2,3,2,27,22
US Open,2013-08-27,Grand Slam,5,Lu Y.H.,Gimeno-Traver D.,6,4,7,6,6,3,0,0,0,0,3,1,19,13
US Open,2013-08-27,Grand Slam,5,Dutra Silva R.,Pospisil V.,4,6,3,6,7,6,6,2,7,6,3,2,27,26
US Open,2013-08-27,Grand Slam,5,Istomin D.,Almagro N.,6,3,6,1,4,6,6,3,0,0,3,1,22,13
US Open,2013-08-27,Grand Slam,5,Federer R.,Zemlja G.,6,3,6,2,7,5,0,0,0,0,3,1,19,10
US Open,2013-08-27,Grand Slam,5,Sock J.,Petzschner P.,7,6,3,6,5,2,0,0,0,0,3,1,15,14
US Open,2013-08-27,Grand Slam,5,Berdych T.,Lorenzi P.,6,1,6,4,6,1,0,0,0,0,3,1,18,6
US Open,2013-08-27,Grand Slam,5,Haas T.,Mathieu P.H.,6,4,6,4,6,1,0,0,0,0,3,1,18,9
US Open,2013-08-27,Grand Slam,5,Kudla D.,Vesely J.,6,2,6,2,6,7,7,5,0,0,3,1,25,16
US Open,2013-08-27,Grand Slam,5,Young D.,Klizan M.,6,1,6,0,6,1,0,0,0,0,3,1,18,2
US Open,2013-08-27,Grand Slam,5,Mayer F.,Monaco J.,6,4,6,2,3,0,0,0,0,0,3,1,15,6
US Open,2013-08-27,Grand Slam,5,Kamke T.,Johnson S.,6,7,6,4,7,6,6,2,0,0,3,1,25,19
US Open,2013-08-27,Grand Slam,5,Becker B.,Rosol L.,6,3,3,6,6,3,6,4,0,0,3,1,21,16
US Open,2013-08-28,Grand Slam,5,Djokovic N.,Berankis R.,6,1,6,2,6,2,0,0,0,0,3,1,18,5
US Open,2013-08-28,Grand Slam,5,Baghdatis M.,Soeda G.,6,4,6,3,6,1,0,0,0,0,3,1,18,8
US Open,2013-08-28,Grand Slam,5,Anderson K.,Brands D.,7,5,4,6,6,2,6,3,0,0,3,1,23,16
US Open,2013-08-28,Grand Slam,5,Dolgopolov O.,Goffin D.,6,2,6,4,6,4,0,0,0,0,3,1,18,10
US Open,2013-08-28,Grand Slam,5,Youzhny M.,Mahut N.,6,4,6,4,7,6,0,0,0,0,3,1,19,14
US Open,2013-08-28,Grand Slam,5,Devvarman S.,Lacko L.,4,6,6,1,6,2,4,6,6,4,3,2,26,19
US Open,2013-08-28,Grand Slam,5,Seppi A.,Malisse X.,6,3,3,6,7,5,7,5,0,0,3,1,23,19
US Open,2013-08-28,Grand Slam,5,Smyczek T.,Duckworth J.,3,6,6,2,6,4,6,1,0,0,3,1,21,13
US Open,2013-08-28,Grand Slam,5,Del Potro J.M.,Garcia-Lopez G.,6,3,6,7,6,4,7,6,0,0,3,1,25,20
US Open,2013-08-28,Grand Slam,5,Mayer L.,Hanescu V.,7,6,6,4,3,6,7,6,0,0,3,1,23,22
US Open,2013-08-28,Grand Slam,5,Hewitt L.,Baker B.,6,3,4,6,6,3,6,4,0,0,3,1,22,16
US Open,2013-08-29,Grand Slam,5,Gojowczyk P.,Sijsling I.,7,6,2,6,6,4,6,1,0,0,3,1,21,17
US Open,2013-08-29,Grand Slam,5,Granollers M.,Zopp J.,6,1,3,6,1,6,6,3,6,4,3,2,22,20
US Open,2013-08-29,Grand Slam,5,Donskoy E.,Melzer J.,7,5,6,3,7,6,0,0,0,0,3,1,20,14
US Open,2013-08-29,Grand Slam,5,Bogomolov A.,Paire B.,7,5,2,6,6,4,5,7,7,6,3,2,27,28
US Open,2013-08-29,Grand Slam,5,Wawrinka S.,Stepanek R.,7,6,6,3,6,2,0,0,0,0,3,1,19,11
US Open,2013-08-29,Grand Slam,5,Ram R.,Fognini F.,6,1,6,2,6,2,0,0,0,0,3,1,18,5
US Open,2013-08-29,Grand Slam,5,Karlovic I.,Blake J.,6,7,3,6,6,4,7,6,7,6,3,2,29,29
US Open,2013-08-29,Grand Slam,5,Murray A.,Llodra M.,6,2,6,4,6,3,0,0,0,0,3,1,18,9
