tournament,match_date,series,best_of,winner,loser,w1,l1,w2,l2,w3,l3,w4,l4,w5,l5,winner_mw,loser_mw,winner_gw,loser_gw
Brisbane International,2012-12-31,ATP250,3,Mayer F.,Giraldo S.,6,4,6,4,0,0,0,0,0,0,2,0,12,8
Brisbane International,2012-12-31,ATP250,3,Nieminen J.,Benneteau J.,6,3,2,6,6,1,0,0,0,0,2,1,14,10
Brisbane International,2012-12-31,ATP250,3,Nishikori K.,Matosevic M.,7,5,6,2,0,0,0,0,0,0,2,0,13,7
Brisbane International,2012-12-31,ATP250,3,Baghdatis M.,Mitchell B.,6,4,6,4,0,0,0,0,0,0,2,0,12,8
Brisbane International,2013-01-01,ATP250,3,Istomin D.,Klizan M.,6,1,6,2,0,0,0,0,0,0,2,0,12,3
Brisbane International,2013-01-01,ATP250,3,Millman J.,Ito T.,6,4,6,1,0,0,0,0,0,0,2,0,12,5
Brisbane International,2013-01-01,ATP250,3,Falla A.,Levine J.,6,1,7,6,0,0,0,0,0,0,2,0,13,7
Brisbane International,2013-01-01,ATP250,3,Melzer J.,Kudla D.,2,6,6,4,6,4,0,0,0,0,2,1,14,14
Brisbane International,2013-01-01,ATP250,3,Robredo T.,Harrison R.,6,4,7,6,0,0,0,0,0,0,2,0,13,10
Brisbane International,2013-01-01,ATP250,3,Dimitrov G.,Baker B.,6,3,7,6,0,0,0,0,0,0,2,0,13,9
Brisbane International,2013-01-01,ATP250,3,Goffin D.,Ebden M.,6,2,6,2,0,0,0,0,0,0,2,0,12,4
Brisbane International,2013-01-01,ATP250,3,Hewitt L.,Kunitsyn I.,6,3,4,6,6,2,0,0,0,0,2,1,16,11
Brisbane International,2013-01-02,ATP250,3,Simon G.,Falla A.,7,6,7,6,0,0,0,0,0,0,2,0,14,12
Brisbane International,2013-01-02,ATP250,3,Baghdatis M.,Mayer F.,6,4,6,2,0,0,0,0,0,0,2,0,12,6
Brisbane International,2013-01-02,ATP250,3,Nishikori K.,Robredo T.,6,3,6,3,0,0,0,0,0,0,2,0,12,6
Brisbane International,2013-01-02,ATP250,3,Dolgopolov O.,Nieminen J.,6,2,4,1,0,0,0,0,0,0,2,0,10,3
Brisbane International,2013-01-03,ATP250,3,Dimitrov G.,Raonic M.,6,3,6,4,0,0,0,0,0,0,2,0,12,7
Brisbane International,2013-01-03,ATP250,3,Melzer J.,Goffin D.,6,4,7,6,0,0,0,0,0,0,2,0,13,10
Brisbane International,2013-01-03,ATP250,3,Istomin D.,Hewitt L.,7,5,7,5,0,0,0,0,0,0,2,0,14,10
Brisbane International,2013-01-03,ATP250,3,Murray A.,Millman J.,6,1,5,7,6,3,0,0,0,0,2,1,17,11
Brisbane International,2013-01-04,ATP250,3,Baghdatis M.,Simon G.,6,3,6,4,0,0,0,0,0,0,2,0,12,7
Brisbane International,2013-01-04,ATP250,3,Nishikori K.,Dolgopolov O.,6,4,7,6,0,0,0,0,0,0,2,0,13,10
Brisbane International,2013-01-04,ATP250,3,Dimitrov G.,Melzer J.,6,3,6,2,0,0,0,0,0,0,2,0,12,5
Brisbane International,2013-01-04,ATP250,3,Murray A.,Istomin D.,6,4,7,6,0,0,0,0,0,0,2,0,13,10
Brisbane International,2013-01-05,ATP250,3,Dimitrov G.,Baghdatis M.,6,3,5,7,7,6,0,0,0,0,2,1,18,16
Brisbane International,2013-01-05,ATP250,3,Murray A.,Nishikori K.,6,4,2,0,0,0,0,0,0,0,2,0,8,4
Brisbane International,2013-01-06,ATP250,3,Murray A.,Dimitrov G.,7,6,6,4,0,0,0,0,0,0,2,0,13,10
Chennai Open,2012-12-31,ATP250,3,Soeda G.,Donskoy E.,6,1,6,2,0,0,0,0,0,0,2,0,12,3
Chennai Open,2012-12-31,ATP250,3,Bedene A.,Sousa J.,6,3,6,2,0,0,0,0,0,0,2,0,12,5
Chennai Open,2012-12-31,ATP250,3,Haase R.,Bhambri Y.,7,5,6,3,0,0,0,0,0,0,2,0,13,8
Chennai Open,2012-12-31,ATP250,3,Roger-Vasselin E.,Kuznetsov An.,6,3,6,4,0,0,0,0,0,0,2,0,12,7
Chennai Open,2013-01-01,ATP250,3,Bachinger M.,Lu Y.H.,6,4,3,6,6,4,0,0,0,0,2,1,15,14
Chennai Open,2013-01-01,ATP250,3,Stebe C-M.,Sijsling I.,6,4,6,4,0,0,0,0,0,0,2,0,12,8
Chennai Open,2013-01-01,ATP250,3,Amritraj P.,Rufin G.,6,7,6,2,6,3,0,0,0,0,2,1,18,12
Chennai Open,2013-01-01,ATP250,3,Bautista R.,Kavcic B.,7,6,6,2,0,0,0,0,0,0,2,0,13,8
Chennai Open,2013-01-01,ATP250,3,Paire B.,Cipolla F.,6,3,6,4,0,0,0,0,0,0,2,0,12,7
Chennai Open,2013-01-01,ATP250,3,Devvarman S.,Hajek J.,6,3,6,3,0,0,0,0,0,0,2,0,12,6
Chennai Open,2013-01-01,ATP250,3,Sela D.,Ram R.,6,4,6,1,0,0,0,0,0,0,2,0,12,5
Chennai Open,2013-01-01,ATP250,3,Stakhovsky S.,Bemelmans R.,7,6,7,6,0,0,0,0,0,0,2,0,14,12
Chennai Open,2013-01-02,ATP250,3,Bedene A.,Haase R.,7,5,6,3,0,0,0,0,0,0,2,0,13,8
Chennai Open,2013-01-02,ATP250,3,Soeda G.,Amritraj P.,7,6,3,6,6,4,0,0,0,0,2,1,16,16
Chennai Open,2013-01-02,ATP250,3,Tipsarevic J.,Roger-Vasselin E.,6,2,6,3,0,0,0,0,0,0,2,0,12,5
Chennai Open,2013-01-02,ATP250,3,Wawrinka S.,Stebe C-M.,6,4,6,3,0,0,0,0,0,0,2,0,12,7
Chennai Open,2013-01-03,ATP250,3,Paire B.,Sela D.,6,1,6,0,0,0,0,0,0,0,2,0,12,1
Chennai Open,2013-01-03,ATP250,3,Cilic M.,Stakhovsky S.,4,6,6,2,6,3,0,0,0,0,2,1,16,11
Chennai Open,2013-01-03,ATP250,3,Bautista R.,Bachinger M.,7,6,6,3,0,0,0,0,0,0,2,0,13,9
Chennai Open,2013-01-03,ATP250,3,Berdych T.,Devvarman S.,6,3,6,1,0,0,0,0,0,0,2,0,12,4
Chennai Open,2013-01-04,ATP250,3,Paire B.,Cilic M.,6,4,1,6,7,5,0,0,0,0,2,1,14,15
Chennai Open,2013-01-04,ATP250,3,Bedene A.,Wawrinka S.,6,2,7,6,0,0,0,0,0,0,2,0,13,8
Chennai Open,2013-01-04,ATP250,3,Tipsarevic J.,Soeda G.,6,2,6,4,0,0,0,0,0,0,2,0,12,6
Chennai Open,2013-01-04,ATP250,3,Bautista R.,Berdych T.,7,5,2,6,6,3,0,0,0,0,2,1,15,14
Chennai Open,2013-01-05,ATP250,3,Tipsarevic J.,Bedene A.,4,6,6,2,6,2,0,0,0,0,2,1,16,10
Chennai Open,2013-01-05,ATP250,3,Bautista R.,Paire B.,3,6,6,1,6,4,0,0,0,0,2,1,15,11
Chennai Open,2013-01-06,ATP250,3,Tipsarevic J.,Bautista R.,3,6,6,1,6,3,0,0,0,0,2,1,15,10
Qatar Exxon Mobil Open,2012-12-31,ATP250,3,Bolelli S.,Gimeno-Traver D.,6,3,6,7,7,6,0,0,0,0,2,1,19,16
Qatar Exxon Mobil Open,2012-12-31,ATP250,3,Lorenzi P.,Ramos A.,7,6,6,1,0,0,0,0,0,0,2,0,13,7
Qatar Exxon Mobil Open,2012-12-31,ATP250,3,Davydenko N.,Hanescu V.,6,2,6,3,0,0,0,0,0,0,2,0,12,5
Qatar Exxon Mobil Open,2012-12-31,ATP250,3,Zemlja G.,Fognini F.,6,2,3,6,6,4,0,0,0,0,2,1,15,12
Qatar Exxon Mobil Open,2012-12-31,ATP250,3,Troicki V.,Phau B.,6,3,3,6,6,4,0,0,0,0,2,1,15,13
Qatar Exxon Mobil Open,2012-12-31,ATP250,3,Kohlschreiber P.,Dodig I.,7,6,6,1,0,0,0,0,0,0,2,0,13,7
Qatar Exxon Mobil Open,2013-01-01,ATP250,3,Lacko L.,Garcia-Lopez G.,6,1,2,6,6,4,0,0,0,0,2,1,14,11
Qatar Exxon Mobil Open,2013-01-01,ATP250,3,Rosol L.,Andujar P.,6,2,7,6,0,0,0,0,0,0,2,0,13,8
Qatar Exxon Mobil Open,2013-01-01,ATP250,3,Youzhny M.,Becker B.,4,6,7,6,6,1,0,0,0,0,2,1,17,13
Qatar Exxon Mobil Open,2013-01-01,ATP250,3,Safwat M.,Ali Mutawa J.M.,6,0,6,0,0,0,0,0,0,0,2,0,12,0
Qatar Exxon Mobil Open,2013-01-01,ATP250,3,Brands D.,Chardy J.,6,4,6,4,0,0,0,0,0,0,2,0,12,8
Qatar Exxon Mobil Open,2013-01-01,ATP250,3,Gasquet R.,Hernych J.,6,3,6,4,0,0,0,0,0,0,2,0,12,7
Qatar Exxon Mobil Open,2013-01-01,ATP250,3,Monfils G.,Zayed M. S.,6,0,6,3,0,0,0,0,0,0,2,0,12,3
Qatar Exxon Mobil Open,2013-01-01,ATP250,3,Kamke T.,Ramirez-Hidalgo R.,6,1,6,2,0,0,0,0,0,0,2,0,12,3
Qatar Exxon Mobil Open,2013-01-01,ATP250,3,Ferrer D.,Brown D.,5,7,6,3,6,2,0,0,0,0,2,1,17,12
Qatar Exxon Mobil Open,2013-01-01,ATP250,3,Kubot L.,Lopez F.,6,4,6,2,0,0,0,0,0,0,2,0,12,6
Qatar Exxon Mobil Open,2013-01-02,ATP250,3,Brands D.,Safwat M.,4,6,6,3,6,2,0,0,0,0,2,1,16,11
Qatar Exxon Mobil Open,2013-01-02,ATP250,3,Lorenzi P.,Rosol L.,6,0,6,4,0,0,0,0,0,0,2,0,12,4
Qatar Exxon Mobil Open,2013-01-02,ATP250,3,Davydenko N.,Youzhny M.,7,5,6,3,0,0,0,0,0,0,2,0,13,8
Qatar Exxon Mobil Open,2013-01-02,ATP250,3,Bolelli S.,Kubot L.,2,6,6,4,6,4,0,0,0,0,2,1,14,14
Qatar Exxon Mobil Open,2013-01-02,ATP250,3,Monfils G.,Kohlschreiber P.,6,4,2,6,6,4,0,0,0,0,2,1,14,14
Qatar Exxon Mobil Open,2013-01-02,ATP250,3,Lacko L.,Troicki V.,6,3,7,5,0,0,0,0,0,0,2,0,13,8
Qatar Exxon Mobil Open,2013-01-02,ATP250,3,Gasquet R.,Zemlja G.,6,7,6,4,7,6,0,0,0,0,2,1,19,17
Qatar Exxon Mobil Open,2013-01-02,ATP250,3,Ferrer D.,Kamke T.,6,3,6,2,0,0,0,0,0,0,2,0,12,5
Qatar Exxon Mobil Open,2013-01-03,ATP250,3,Brands D.,Monfils G.,6,1,7,5,0,0,0,0,0,0,2,0,13,6
Qatar Exxon Mobil Open,2013-01-03,ATP250,3,Gasquet R.,Lacko L.,6,1,6,3,0,0,0,0,0,0,2,0,12,4
Qatar Exxon Mobil Open,2013-01-03,ATP250,3,Ferrer D.,Lorenzi P.,6,3,6,0,0,0,0,0,0,0,2,0,12,3
Qatar Exxon Mobil Open,2013-01-03,ATP250,3,Davydenko N.,Bolelli S.,6,1,6,1,0,0,0,0,0,0,2,0,12,2
Qatar Exxon Mobil Open,2013-01-04,ATP250,3,Gasquet R.,Brands D.,7,5,7,5,0,0,0,0,0,0,2,0,14,10
Qatar Exxon Mobil Open,2013-01-04,ATP250,3,Davydenko N.,Ferrer D.,6,2,6,3,0,0,0,0,0,0,2,0,12,5
Qatar Exxon Mobil Open,2013-01-05,ATP250,3,Gasquet R.,Davydenko N.,3,6,7,6,6,3,0,0,0,0,2,1,16,15
Heineken Open,2013-01-07,ATP250,3,Bellucci T.,Goffin D.,7,6,6,2,0,0,0,0,0,0,2,0,13,8
Heineken Open,2013-01-07,ATP250,3,Malisse X.,Klizan M.,7,6,3,6,6,3,0,0,0,0,2,1,16,15
Heineken Open,2013-01-07,ATP250,3,Rochus O.,Ramos A.,6,2,5,7,6,2,0,0,0,0,2,1,17,11
Heineken Open,2013-01-07,ATP250,3,Baker B.,Janowicz J.,4,6,7,6,6,4,0,0,0,0,2,1,17,16
Heineken Open,2013-01-07,ATP250,3,Sijsling I.,Haase R.,3,6,6,3,7,5,0,0,0,0,2,1,16,14
Heineken Open,2013-01-07,ATP250,3,Lacko L.,Lorenzi P.,6,3,6,3,0,0,0,0,0,0,2,0,12,6
Heineken Open,2013-01-07,ATP250,3,Giraldo S.,Soeda G.,6,1,6,0,0,0,0,0,0,0,2,0,12,1
Heineken Open,2013-01-08,ATP250,3,Jones G.,Melzer J.,7,6,6,2,0,0,0,0,0,0,2,0,13,8
Heineken Open,2013-01-08,ATP250,3,Falla A.,Zemlja G.,6,4,3,1,0,0,0,0,0,0,2,0,9,5
Heineken Open,2013-01-08,ATP250,3,Levine J.,King-Turner D.,6,2,6,2,0,0,0,0,0,0,2,0,12,4
Heineken Open,2013-01-08,ATP250,3,Monfils G.,Becker B.,6,7,6,3,6,4,0,0,0,0,2,1,18,14
Heineken Open,2013-01-08,ATP250,3,Lu Y.H.,Paire B.,6,3,2,6,6,2,0,0,0,0,2,1,14,11
Heineken Open,2013-01-08,ATP250,3,Querrey S.,Rochus O.,7,5,6,3,0,0,0,0,0,0,2,0,13,8
Heineken Open,2013-01-08,ATP250,3,Malisse X.,Giraldo S.,7,6,6,4,0,0,0,0,0,0,2,0,13,10
Heineken Open,2013-01-09,ATP250,3,Kohlschreiber P.,Falla A.,7,6,4,6,6,3,0,0,0,0,2,1,17,15
Heineken Open,2013-01-09,ATP250,3,Lacko L.,Bellucci T.,6,3,7,5,0,0,0,0,0,0,2,0,13,8
Heineken Open,2013-01-09,ATP250,3,Levine J.,Baker B.,7,5,6,4,0,0,0,0,0,0,2,0,13,9
Heineken Open,2013-01-09,ATP250,3,Monfils G.,Jones G.,6,4,6,2,0,0,0,0,0,0,2,0,12,6
Heineken Open,2013-01-09,ATP250,3,Haas T.,Sijsling I.,6,3,6,4,0,0,0,0,0,0,2,0,12,7
Heineken Open,2013-01-09,ATP250,3,Ferrer D.,Lu Y.H.,6,4,2,6,6,3,0,0,0,0,2,1,14,13
Heineken Open,2013-01-09,ATP250,3,Kohlschreiber P.,Malisse X.,7,6,6,4,0,0,0,0,0,0,2,0,13,10
Heineken Open,2013-01-10,ATP250,3,Querrey S.,Levine J.,6,4,7,6,0,0,0,0,0,0,2,0,13,10
Heineken Open,2013-01-10,ATP250,3,Ferrer D.,Lacko L.,6,2,6,1,0,0,0,0,0,0,2,0,12,3
Heineken Open,2013-01-10,ATP250,3,Monfils G.,Haas T.,3,6,7,5,6,3,0,0,0,0,2,1,16,14
Heineken Open,2013-01-11,ATP250,3,Kohlschreiber P.,Querrey S.,6,4,7,6,0,0,0,0,0,0,2,0,13,10
Heineken Open,2013-01-11,ATP250,3,Ferrer D.,Monfils G.,6,1,6,2,0,0,0,0,0,0,2,0,12,3
Heineken Open,2013-01-12,ATP250,3,Ferrer D.,Kohlschreiber P.,7,6,6,1,0,0,0,0,0,0,2,0,13,7
Apia International,2013-01-07,ATP250,3,Istomin D.,Duckworth J.,6,7,6,4,7,6,0,0,0,0,2,1,19,17
Apia International,2013-01-07,ATP250,3,Granollers M.,Ebden M.,5,7,7,5,6,1,0,0,0,0,2,1,18,13
Apia International,2013-01-07,ATP250,3,Mayer F.,Sousa J.,6,1,6,2,0,0,0,0,0,0,2,0,12,3
Apia International,2013-01-07,ATP250,3,Benneteau J.,Andujar P.,6,3,5,7,6,2,0,0,0,0,2,1,17,12
Apia International,2013-01-08,ATP250,3,Lopez F.,Chardy J.,6,7,7,5,6,3,0,0,0,0,2,1,19,15
Apia International,2013-01-08,ATP250,3,Stepanek R.,Garcia-Lopez G.,6,2,6,3,0,0,0,0,0,0,2,0,12,5
Apia International,2013-01-08,ATP250,3,Millman J.,Robredo T.,6,3,6,4,0,0,0,0,0,0,2,0,12,7
Apia International,2013-01-08,ATP250,3,Nieminen J.,Phau B.,6,0,6,1,0,0,0,0,0,0,2,0,12,1
Apia International,2013-01-08,ATP250,3,Anderson K.,Bedene A.,6,3,3,6,6,3,0,0,0,0,2,1,15,12
Apia International,2013-01-08,ATP250,3,Fognini F.,Dimitrov G.,6,3,6,1,0,0,0,0,0,0,2,0,12,4
Apia International,2013-01-08,ATP250,3,Harrison R.,Bautista R.,2,1,0,0,0,0,0,0,0,0,2,0,2,1
Apia International,2013-01-08,ATP250,3,Tomic B.,Matosevic M.,6,3,6,4,0,0,0,0,0,0,2,0,12,7
Apia International,2013-01-09,ATP250,3,Benneteau J.,Stepanek R.,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Apia International,2013-01-09,ATP250,3,Istomin D.,Verdasco F.,6,3,6,3,0,0,0,0,0,0,2,0,12,6
Apia International,2013-01-09,ATP250,3,Granollers M.,Fognini F.,6,2,7,6,0,0,0,0,0,0,2,0,13,8
Apia International,2013-01-09,ATP250,3,Anderson K.,Lopez F.,6,3,6,4,0,0,0,0,0,0,2,0,12,7
Apia International,2013-01-09,ATP250,3,Harrison R.,Isner J.,6,4,6,4,0,0,0,0,0,0,2,0,12,8
Apia International,2013-01-09,ATP250,3,Nieminen J.,Klec I.,6,3,6,1,0,0,0,0,0,0,2,0,12,4
Apia International,2013-01-09,ATP250,3,Seppi A.,Millman J.,6,2,3,6,6,3,0,0,0,0,2,1,15,11
Apia International,2013-01-09,ATP250,3,Tomic B.,Mayer F.,7,6,6,2,0,0,0,0,0,0,2,0,13,8
Apia International,2013-01-10,ATP250,3,Anderson K.,Istomin D.,6,4,6,3,0,0,0,0,0,0,2,0,12,7
Apia International,2013-01-10,ATP250,3,Benneteau J.,Harrison R.,6,4,6,2,0,0,0,0,0,0,2,0,12,6
Apia International,2013-01-10,ATP250,3,Tomic B.,Nieminen J.,6,7,6,4,6,2,0,0,0,0,2,1,18,13
Apia International,2013-01-10,ATP250,3,Seppi A.,Granollers M.,6,4,7,5,0,0,0,0,0,0,2,0,13,9
Apia International,2013-01-11,ATP250,3,Anderson K.,Benneteau J.,3,6,6,4,7,6,0,0,0,0,2,1,16,16
Apia International,2013-01-11,ATP250,3,Tomic B.,Seppi A.,7,6,6,4,0,0,0,0,0,0,2,0,13,10
Apia International,2013-01-12,ATP250,3,Tomic B.,Anderson K.,6,3,6,7,6,3,0,0,0,0,2,1,18,13
Australian Open,2013-01-14,Grand Slam,5,Almagro N.,Johnson S.,7,5,6,7,6,2,6,7,6,2,3,2,31,23
Australian Open,2013-01-14,Grand Slam,5,Nishikori K.,Hanescu V.,6,7,6,3,6,1,6,3,0,0,3,1,24,14
Australian Open,2013-01-14,Grand Slam,5,Rufin G.,Reister J.,4,6,7,6,6,1,6,2,0,0,3,1,23,15
Australian Open,2013-01-14,Grand Slam,5,Berlocq C.,Authom M.,1,6,7,6,7,6,6,2,0,0,3,1,21,20
Australian Open,2013-01-14,Grand Slam,5,Benneteau J.,Dimitrov G.,6,4,6,2,6,4,0,0,0,0,3,1,18,10
Australian Open,2013-01-14,Grand Slam,5,Gimeno-Traver D.,Kubot L.,6,7,6,4,6,0,4,6,6,4,3,2,28,21
Australian Open,2013-01-14,Grand Slam,5,Roger-Vasselin E.,Bemelmans R.,6,3,6,7,2,6,7,5,11,9,3,2,32,30
Australian Open,2013-01-14,Grand Slam,5,Malisse X.,Andujar P.,6,3,6,1,6,2,0,0,0,0,3,1,18,6
Australian Open,2013-01-14,Grand Slam,5,Verdasco F.,Goffin D.,6,3,3,6,4,6,6,3,6,4,3,2,25,22
Australian Open,2013-01-14,Grand Slam,5,Wawrinka S.,Stebe C.M.,6,2,6,4,6,3,0,0,0,0,3,1,18,9
Australian Open,2013-01-14,Grand Slam,5,Harrison R.,Giraldo S.,2,6,6,4,7,5,6,4,0,0,3,1,21,19
Australian Open,2013-01-14,Grand Slam,5,Donskoy E.,Ungur A.,6,4,6,4,6,2,0,0,0,0,3,1,18,10
Australian Open,2013-01-14,Grand Slam,5,Berdych T.,Russell M.,6,3,7,5,6,3,0,0,0,0,3,1,19,11
Australian Open,2013-01-14,Grand Slam,5,Djokovic N.,Mathieu P.H.,6,2,6,4,7,5,0,0,0,0,3,1,19,11
Australian Open,2013-01-14,Grand Slam,5,Youzhny M.,Ebden M.,4,6,6,7,6,2,7,6,6,3,3,2,29,24
Australian Open,2013-01-14,Grand Slam,5,Melzer J.,Kukushkin M.,6,1,6,1,6,2,0,0,0,0,3,1,18,4
Australian Open,2013-01-14,Grand Slam,5,Kamke T.,Cipolla F.,6,1,6,4,6,1,0,0,0,0,3,1,18,6
Australian Open,2013-01-14,Grand Slam,5,Baker B.,Bogomolov A.,7,6,6,3,6,7,3,6,6,2,3,2,28,24
Australian Open,2013-01-14,Grand Slam,5,Smyczek T.,Karlovic I.,6,4,7,6,7,5,0,0,0,0,3,1,20,15
Australian Open,2013-01-14,Grand Slam,5,Devvarman S.,Phau B.,6,3,6,2,6,3,0,0,0,0,3,1,18,8
Australian Open,2013-01-14,Grand Slam,5,Kuznetsov An.,Monaco J.,7,6,6,1,6,1,0,0,0,0,3,1,19,8
Australian Open,2013-01-14,Grand Slam,5,Lopez F.,Brugues-Davi A.,6,3,6,2,6,4,0,0,0,0,3,1,18,9
Australian Open,2013-01-14,Grand Slam,5,Ito T.,Millman J.,6,4,6,4,3,6,0,6,7,5,3,2,22,25
Australian Open,2013-01-14,Grand Slam,5,Janowicz J.,Bolelli S.,7,5,6,4,6,3,0,0,0,0,3,1,19,12
Australian Open,2013-01-14,Grand Slam,5,Ferrer D.,Rochus O.,6,3,6,4,6,2,0,0,0,0,3,1,18,9
Australian Open,2013-01-14,Grand Slam,5,Lacko L.,Muller G.,6,2,6,4,7,6,0,0,0,0,3,1,19,12
Australian Open,2013-01-14,Grand Slam,5,Stepanek R.,Troicki V.,5,7,4,6,6,3,6,3,7,5,3,2,28,24
Australian Open,2013-01-14,Grand Slam,5,Bautista R.,Fognini F.,6,0,2,6,6,4,3,6,6,1,3,2,23,17
Australian Open,2013-01-14,Grand Slam,5,Querrey S.,Munoz-De La Nava D.,6,7,6,4,6,2,6,4,0,0,3,1,24,17
Australian Open,2013-01-14,Grand Slam,5,Tipsarevic J.,Hewitt L.,7,6,7,5,6,3,0,0,0,0,3,1,20,14
Australian Open,2013-01-14,Grand Slam,5,Anderson K.,Lorenzi P.,3,6,7,6,6,3,6,4,0,0,3,1,22,19
Australian Open,2013-01-14,Grand Slam,5,Baghdatis M.,Ramos A.,6,7,7,6,6,4,3,6,6,3,3,2,28,26
Australian Open,2013-01-15,Grand Slam,5,Murray A.,Haase R.,6,3,6,1,6,3,0,0,0,0,3,1,18,7
Australian Open,2013-01-15,Grand Slam,5,Kavcic B.,Bellucci T.,6,3,6,1,6,3,0,0,0,0,3,1,18,7
Australian Open,2013-01-15,Grand Slam,5,Mayer F.,Williams R.,2,6,3,6,6,2,7,6,6,1,3,2,24,21
Australian Open,2013-01-15,Grand Slam,5,Sousa J.,Smith J.P.,6,4,6,1,6,4,0,0,0,0,3,1,18,9
Australian Open,2013-01-15,Grand Slam,5,Berankis R.,Stakhovsky S.,6,2,7,6,7,5,0,0,0,0,3,1,20,13
Australian Open,2013-01-15,Grand Slam,5,Seppi A.,Zeballos H.,6,2,6,4,6,2,0,0,0,0,3,1,18,8
Australian Open,2013-01-15,Grand Slam,5,Istomin D.,Sijsling I.,4,6,6,3,6,4,6,2,0,0,3,1,22,15
Australian Open,2013-01-15,Grand Slam,5,Raonic M.,Hajek J.,3,6,6,1,6,2,7,6,0,0,3,1,22,15
Australian Open,2013-01-15,Grand Slam,5,Soeda G.,Saville L.,6,7,6,3,6,2,6,3,0,0,3,1,24,15
Australian Open,2013-01-15,Grand Slam,5,Duckworth J.,Mitchell B.,6,4,7,6,4,6,5,7,8,6,3,2,30,29
Australian Open,2013-01-15,Grand Slam,5,Falla A.,Ouanna J.,6,4,7,5,6,4,0,0,0,0,3,1,19,13
Australian Open,2013-01-15,Grand Slam,5,Chardy J.,Menendez-Maceiras A.,7,6,6,7,6,2,6,1,0,0,3,1,25,16
Australian Open,2013-01-15,Grand Slam,5,Weintraub A.,Pella G.,7,6,7,5,6,2,0,0,0,0,3,1,20,13
Australian Open,2013-01-15,Grand Slam,5,Kohlschreiber P.,Darcis S.,6,2,6,3,6,4,0,0,0,0,3,1,18,9
Australian Open,2013-01-15,Grand Slam,5,Tsonga J.W.,Llodra M.,6,4,7,5,6,2,0,0,0,0,3,1,19,11
Australian Open,2013-01-15,Grand Slam,5,Federer R.,Paire B.,6,2,6,4,6,1,0,0,0,0,3,1,18,7
Australian Open,2013-01-15,Grand Slam,5,Levine J.,Robredo T.,7,6,6,7,6,4,6,4,0,0,3,1,25,21
Australian Open,2013-01-15,Grand Slam,5,Dodig I.,Wu D.,7,5,4,6,6,3,6,3,0,0,3,1,23,17
Australian Open,2013-01-15,Grand Slam,5,Granollers M.,Zemlja G.,7,6,7,6,1,0,0,0,0,0,3,1,15,12
Australian Open,2013-01-15,Grand Slam,5,Cilic M.,Matosevic M.,6,4,7,5,6,2,0,0,0,0,3,1,19,11
Australian Open,2013-01-15,Grand Slam,5,Rosol L.,Baker J.,7,6,7,5,6,2,0,0,0,0,3,1,20,13
Australian Open,2013-01-15,Grand Slam,5,Del Potro J.M.,Mannarino A.,6,1,6,2,6,2,0,0,0,0,3,1,18,5
Australian Open,2013-01-15,Grand Slam,5,Nieminen J.,Haas T.,7,6,4,6,6,3,4,6,8,6,3,2,29,27
Australian Open,2013-01-15,Grand Slam,5,Becker B.,Bedene A.,4,6,6,3,7,5,7,6,0,0,3,1,24,20
Australian Open,2013-01-15,Grand Slam,5,Simon G.,Volandri F.,2,6,6,3,6,2,6,2,0,0,3,1,20,13
Australian Open,2013-01-15,Grand Slam,5,Lu Y.H.,Ramirez-Hidalgo R.,6,2,6,1,4,6,6,1,0,0,3,1,22,10
Australian Open,2013-01-15,Grand Slam,5,Gasquet R.,Montanes A.,7,5,6,2,6,1,0,0,0,0,3,1,19,8
Australian Open,2013-01-15,Grand Slam,5,Davydenko N.,Sela D.,3,6,6,1,7,5,6,3,0,0,3,1,22,15
Australian Open,2013-01-15,Grand Slam,5,Ram R.,Garcia-Lopez G.,6,4,6,4,3,6,6,2,0,0,3,1,21,16
Australian Open,2013-01-15,Grand Slam,5,Brands D.,Klizan M.,6,3,3,6,6,3,6,4,0,0,3,1,21,16
Australian Open,2013-01-15,Grand Slam,5,Monfils G.,Dolgopolov O.,6,7,7,6,6,3,6,3,0,0,3,1,25,19
Australian Open,2013-01-15,Grand Slam,5,Tomic B.,Mayer L.,6,3,6,2,6,3,0,0,0,0,3,1,18,8
Australian Open,2013-01-16,Grand Slam,5,Almagro N.,Gimeno-Traver D.,6,4,6,1,6,2,0,0,0,0,3,1,18,7
Australian Open,2013-01-16,Grand Slam,5,Nishikori K.,Berlocq C.,7,6,6,4,6,1,0,0,0,0,3,1,19,11
Australian Open,2013-01-16,Grand Slam,5,Janowicz J.,Devvarman S.,6,7,3,6,6,1,6,0,7,5,3,2,28,19
Australian Open,2013-01-16,Grand Slam,5,Querrey S.,Baker B.,6,7,1,1,0,0,0,0,0,0,3,1,7,8
Australian Open,2013-01-16,Grand Slam,5,Melzer J.,Bautista R.,6,7,6,3,6,7,6,3,6,2,3,2,30,22
Australian Open,2013-01-16,Grand Slam,5,Berdych T.,Rufin G.,6,2,6,2,6,4,0,0,0,0,3,1,18,8
Australian Open,2013-01-16,Grand Slam,5,Donskoy E.,Youzhny M.,3,6,7,6,6,2,3,6,6,3,3,2,25,23
Australian Open,2013-01-16,Grand Slam,5,Wawrinka S.,Kamke T.,6,3,7,6,0,0,0,0,0,0,3,1,13,9
Australian Open,2013-01-16,Grand Slam,5,Ferrer D.,Smyczek T.,6,0,7,5,4,6,6,3,0,0,3,1,23,14
