season,Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2010,10.0,Stephen Jackson,31.0,GSW,PF,9.0,9.0,300.0,56.0,133.0,0.421,11.0,40.0,0.275,45.0,93.0,0.484,0.462,26.0,37.0,0.703,6.0,29.0,35.0,42.0,14.0,6.0,26.0,16.0,149.0,0.0,
2010,10.0,Stephen Jackson,31.0,CHA,SG,72.0,72.0,2829.0,544.0,1285.0,0.423,118.0,353.0,0.334,426.0,932.0,0.457,0.469,312.0,397.0,0.786,72.0,294.0,366.0,258.0,118.0,37.0,233.0,181.0,1518.0,0.0,
2010,11.0,David Lee,26.0,NYK,C,81.0,81.0,3019.0,686.0,1258.0,0.545,0.0,8.0,0.0,686.0,1250.0,0.549,0.545,268.0,330.0,0.812,228.0,721.0,949.0,295.0,85.0,40.0,189.0,257.0,1640.0,1.0,"DPOY-17,AS"
2010,12.0,Monta Ellis,24.0,GSW,SG,64.0,64.0,2647.0,631.0,1406.0,0.449,77.0,228.0,0.338,554.0,1178.0,0.47,0.476,292.0,388.0,0.753,47.0,210.0,257.0,340.0,143.0,25.0,244.0,189.0,1631.0,0.0,
2010,13.0,Joe Johnson,28.0,ATL,SG,76.0,76.0,2886.0,635.0,1386.0,0.458,129.0,350.0,0.369,506.0,1036.0,0.488,0.505,220.0,269.0,0.818,74.0,279.0,353.0,369.0,82.0,5.0,145.0,145.0,1619.0,0.0,"MVP-12,AS,NBA3"
2010,14.0,Derrick Rose,21.0,CHI,PG,78.0,78.0,2871.0,672.0,1373.0,0.489,16.0,60.0,0.267,656.0,1313.0,0.5,0.495,259.0,338.0,0.766,65.0,228.0,293.0,469.0,57.0,27.0,217.0,96.0,1619.0,0.0,AS
2010,15.0,Aaron Brooks,25.0,HOU,PG,82.0,82.0,2919.0,575.0,1331.0,0.432,209.0,525.0,0.398,366.0,806.0,0.454,0.511,245.0,298.0,0.822,54.0,161.0,215.0,434.0,69.0,14.0,232.0,199.0,1604.0,0.0,MIP-1
2010,16.0,Rudy Gay,23.0,MEM,SF,80.0,80.0,3175.0,600.0,1288.0,0.466,66.0,202.0,0.327,534.0,1086.0,0.492,0.491,301.0,400.0,0.753,115.0,357.0,472.0,153.0,118.0,64.0,169.0,201.0,1567.0,0.0,
2010,17.0,Brook Lopez,21.0,NJN,C,82.0,82.0,3027.0,563.0,1129.0,0.499,0.0,2.0,0.0,563.0,1127.0,0.5,0.499,416.0,509.0,0.817,270.0,439.0,709.0,187.0,55.0,139.0,204.0,251.0,1542.0,0.0,
2010,18.0,David West,29.0,NOH,PF,81.0,81.0,2949.0,619.0,1226.0,0.505,7.0,27.0,0.259,612.0,1199.0,0.51,0.508,296.0,342.0,0.865,164.0,441.0,605.0,239.0,76.0,60.0,173.0,233.0,1541.0,0.0,
2010,19.0,Carlos Boozer,28.0,UTA,PF,78.0,78.0,2673.0,617.0,1098.0,0.562,0.0,0.0,,617.0,1098.0,0.562,0.562,285.0,384.0,0.742,181.0,693.0,874.0,247.0,84.0,36.0,212.0,270.0,1519.0,0.0,
2010,20.0,Dwight Howard,24.0,ORL,C,82.0,82.0,2843.0,510.0,834.0,0.612,0.0,7.0,0.0,510.0,827.0,0.617,0.612,483.0,816.0,0.592,284.0,798.0,1082.0,144.0,75.0,228.0,274.0,287.0,1503.0,0.0,"MVP-4,DPOY-1,AS,NBA1,DEF1"
2010,21.0,Danny Granger,26.0,IND,SF,62.0,62.0,2278.0,488.0,1139.0,0.428,158.0,438.0,0.361,330.0,701.0,0.471,0.498,363.0,428.0,0.848,67.0,275.0,342.0,171.0,94.0,51.0,157.0,183.0,1497.0,0.0,
2010,22.0,Tyreke Evans,20.0,SAC,SG,72.0,72.0,2677.0,533.0,1165.0,0.458,36.0,141.0,0.255,497.0,1024.0,0.485,0.473,348.0,465.0,0.748,66.0,314.0,380.0,414.0,109.0,26.0,216.0,204.0,1450.0,1.0,ROY-1
2010,23.0,O.J. Mayo,22.0,MEM,SG,82.0,82.0,3113.0,542.0,1183.0,0.458,136.0,355.0,0.383,406.0,828.0,0.49,0.516,212.0,262.0,0.809,61.0,250.0,311.0,242.0,98.0,17.0,176.0,174.0,1432.0,0.0,
2010,24.0,Chauncey Billups,33.0,DEN,PG,73.0,73.0,2490.0,402.0,962.0,0.418,157.0,407.0,0.386,245.0,555.0,0.441,0.499,466.0,512.0,0.91,25.0,203.0,228.0,409.0,82.0,9.0,177.0,153.0,1427.0,0.0,"MVP-12,AS"
2010,25.0,Jamal Crawford,29.0,ATL,SG,79.0,0.0,2460.0,496.0,1105.0,0.449,163.0,427.0,0.382,333.0,678.0,0.491,0.523,270.0,315.0,0.857,34.0,167.0,201.0,238.0,61.0,12.0,137.0,132.0,1425.0,0.0,6MOY-1
2010,26.0,Deron Williams,25.0,UTA,PG,76.0,76.0,2802.0,494.0,1053.0,0.469,96.0,259.0,0.371,398.0,794.0,0.501,0.515,335.0,418.0,0.801,50.0,253.0,303.0,798.0,96.0,16.0,252.0,208.0,1419.0,0.0,"MVP-9,AS,NBA2"
2010,27.0,Chris Kaman,27.0,LAC,C,76.0,76.0,2608.0,589.0,1202.0,0.49,0.0,6.0,0.0,589.0,1196.0,0.492,0.49,230.0,307.0,0.749,184.0,520.0,704.0,120.0,37.0,94.0,223.0,213.0,1408.0,0.0,AS
2010,28.0,Andre Iguodala,26.0,PHI,SF,82.0,82.0,3193.0,496.0,1120.0,0.443,94.0,303.0,0.31,402.0,817.0,0.492,0.485,315.0,430.0,0.733,82.0,447.0,529.0,472.0,141.0,55.0,218.0,145.0,1401.0,0.0,
2010,29.0,Stephen Curry,21.0,GSW,PG,80.0,77.0,2896.0,528.0,1143.0,0.462,166.0,380.0,0.437,362.0,763.0,0.474,0.535,177.0,200.0,0.885,48.0,308.0,356.0,472.0,152.0,19.0,243.0,252.0,1399.0,1.0,ROY-2
2010,30.0,Brandon Roy,25.0,POR,SG,65.0,65.0,2419.0,491.0,1038.0,0.473,73.0,221.0,0.33,418.0,817.0,0.512,0.508,343.0,440.0,0.78,73.0,212.0,285.0,305.0,61.0,16.0,129.0,136.0,1398.0,0.0,"AS,NBA3"
2010,31.0,Tim Duncan,33.0,SAS,C,78.0,77.0,2438.0,561.0,1082.0,0.518,2.0,11.0,0.182,559.0,1071.0,0.522,0.519,271.0,374.0,0.725,221.0,567.0,788.0,246.0,45.0,117.0,140.0,152.0,1395.0,0.0,"DPOY-14,AS,NBA3,DEF2"
2010,32.0,LaMarcus Aldridge,24.0,POR,PF,78.0,78.0,2922.0,579.0,1169.0,0.495,5.0,16.0,0.313,574.0,1153.0,0.498,0.497,230.0,304.0,0.757,192.0,435.0,627.0,160.0,67.0,48.0,104.0,231.0,1393.0,0.0,
2010,33.0,Corey Maggette,30.0,GSW,PF,70.0,49.0,2081.0,457.0,886.0,0.516,13.0,50.0,0.26,444.0,836.0,0.531,0.523,460.0,551.0,0.835,92.0,281.0,373.0,172.0,51.0,4.0,168.0,231.0,1387.0,0.0,
2010,34.0,Gerald Wallace,27.0,CHA,SF,76.0,76.0,3119.0,456.0,943.0,0.484,52.0,140.0,0.371,404.0,803.0,0.503,0.511,422.0,544.0,0.776,150.0,612.0,762.0,161.0,117.0,83.0,178.0,194.0,1386.0,0.0,"DPOY-3,AS,DEF1"
2010,35.0,Andrea Bargnani,24.0,TOR,PF,80.0,80.0,2799.0,537.0,1143.0,0.47,121.0,325.0,0.372,416.0,818.0,0.509,0.523,181.0,234.0,0.774,105.0,388.0,493.0,93.0,25.0,111.0,120.0,215.0,1376.0,0.0,
2010,36.0,Carl Landry,26.0,2TM,PF,80.0,29.0,2469.0,499.0,931.0,0.536,1.0,3.0,0.333,498.0,928.0,0.537,0.537,344.0,427.0,0.806,188.0,280.0,468.0,66.0,55.0,63.0,136.0,234.0,1343.0,0.0,6MOY-8
2010,36.0,Carl Landry,26.0,HOU,PF,52.0,1.0,1415.0,302.0,552.0,0.547,0.0,0.0,,302.0,552.0,0.547,0.547,235.0,280.0,0.839,122.0,164.0,286.0,40.0,28.0,46.0,86.0,146.0,839.0,0.0,
2010,36.0,Carl Landry,26.0,SAC,PF,28.0,28.0,1054.0,197.0,379.0,0.52,1.0,3.0,0.333,196.0,376.0,0.521,0.521,109.0,147.0,0.741,66.0,116.0,182.0,26.0,27.0,17.0,50.0,88.0,504.0,0.0,
2010,37.0,Steve Nash,35.0,PHO,PG,81.0,81.0,2660.0,499.0,985.0,0.507,124.0,291.0,0.426,375.0,694.0,0.54,0.57,211.0,225.0,0.938,34.0,234.0,268.0,892.0,42.0,12.0,295.0,108.0,1333.0,0.0,"MVP-8,AS,NBA2"
2010,38.0,Luis Scola,29.0,HOU,PF,82.0,82.0,2671.0,560.0,1090.0,0.514,1.0,5.0,0.2,559.0,1085.0,0.515,0.514,208.0,267.0,0.779,175.0,530.0,705.0,169.0,63.0,26.0,163.0,246.0,1329.0,0.0,
2010,39.0,Russell Westbrook,21.0,OKC,PG,82.0,82.0,2813.0,485.0,1160.0,0.418,23.0,104.0,0.221,462.0,1056.0,0.438,0.428,329.0,422.0,0.78,143.0,258.0,401.0,652.0,108.0,34.0,268.0,204.0,1322.0,1.0,
2010,40.0,Ray Allen,34.0,BOS,SG,80.0,80.0,2819.0,464.0,973.0,0.477,145.0,399.0,0.363,319.0,574.0,0.556,0.551,231.0,253.0,0.913,45.0,208.0,253.0,210.0,64.0,25.0,129.0,182.0,1304.0,0.0,
2010,41.0,Al Jefferson,25.0,MIN,C,76.0,76.0,2463.0,560.0,1125.0,0.498,0.0,4.0,0.0,560.0,1121.0,0.5,0.498,181.0,266.0,0.68,180.0,523.0,703.0,137.0,63.0,98.0,136.0,205.0,1301.0,0.0,
2010,42.0,Paul Pierce,32.0,BOS,SF,71.0,71.0,2411.0,409.0,867.0,0.472,109.0,263.0,0.414,300.0,604.0,0.497,0.535,369.0,433.0,0.852,39.0,271.0,310.0,218.0,84.0,31.0,166.0,196.0,1296.0,0.0,AS
2010,43.0,Jason Terry,32.0,DAL,SG,77.0,12.0,2540.0,456.0,1041.0,0.438,136.0,373.0,0.365,320.0,668.0,0.479,0.503,232.0,268.0,0.866,19.0,121.0,140.0,292.0,94.0,17.0,109.0,142.0,1280.0,0.0,6MOY-2
2010,44.0,Al Harrington,29.0,NYK,PF,72.0,15.0,2195.0,448.0,1030.0,0.435,140.0,409.0,0.342,308.0,621.0,0.496,0.503,240.0,317.0,0.757,88.0,317.0,405.0,110.0,62.0,26.0,132.0,209.0,1276.0,0.0,6MOY-11
2010,45.0,Brandon Jennings,20.0,MIL,PG,82.0,82.0,2671.0,451.0,1216.0,0.371,145.0,388.0,0.374,306.0,828.0,0.37,0.431,223.0,273.0,0.817,49.0,233.0,282.0,470.0,105.0,18.0,200.0,191.0,1270.0,0.0,ROY-3
2010,46.0,Josh Smith,24.0,ATL,PF,81.0,81.0,2871.0,504.0,999.0,0.505,0.0,7.0,0.0,504.0,992.0,0.508,0.505,261.0,422.0,0.618,223.0,482.0,705.0,342.0,130.0,172.0,198.0,240.0,1269.0,1.0,"DPOY-2,DEF2"
2010,47.0,John Salmons,30.0,2TM,SG,81.0,56.0,2824.0,437.0,991.0,0.441,118.0,309.0,0.382,319.0,682.0,0.468,0.501,253.0,305.0,0.83,35.0,235.0,270.0,223.0,99.0,26.0,123.0,166.0,1245.0,0.0,
2010,47.0,John Salmons,30.0,CHI,SG,51.0,28.0,1695.0,230.0,548.0,0.42,73.0,192.0,0.38,157.0,356.0,0.441,0.486,116.0,147.0,0.789,18.0,156.0,174.0,125.0,65.0,22.0,70.0,101.0,649.0,0.0,
2010,47.0,John Salmons,30.0,MIL,SG,30.0,28.0,1129.0,207.0,443.0,0.467,45.0,117.0,0.385,162.0,326.0,0.497,0.518,137.0,158.0,0.867,17.0,79.0,96.0,98.0,34.0,4.0,53.0,65.0,596.0,0.0,
2010,48.0,Vince Carter,33.0,ORL,SG,75.0,74.0,2310.0,434.0,1015.0,0.428,119.0,324.0,0.367,315.0,691.0,0.456,0.486,257.0,306.0,0.84,33.0,260.0,293.0,236.0,53.0,18.0,106.0,189.0,1244.0,0.0,
2010,49.0,Jeff Green,23.0,OKC,PF,82.0,82.0,3043.0,485.0,1070.0,0.453,104.0,312.0,0.333,381.0,758.0,0.503,0.502,165.0,223.0,0.74,112.0,378.0,490.0,134.0,104.0,72.0,135.0,221.0,1239.0,0.0,
2010,50.0,Jason Richardson,29.0,PHO,SG,79.0,76.0,2485.0,473.0,998.0,0.474,157.0,400.0,0.393,316.0,598.0,0.528,0.553,136.0,184.0,0.739,81.0,323.0,404.0,143.0,66.0,33.0,92.0,169.0,1239.0,0.0,
2010,51.0,Manu Ginóbili,32.0,SAS,SG,75.0,21.0,2150.0,398.0,903.0,0.441,132.0,350.0,0.377,266.0,553.0,0.481,0.514,309.0,355.0,0.87,68.0,216.0,284.0,370.0,103.0,24.0,154.0,154.0,1237.0,0.0,"MVP-11,6MOY-4"
2010,52.0,Antawn Jamison,33.0,2TM,PF,66.0,64.0,2406.0,478.0,1036.0,0.461,85.0,247.0,0.344,393.0,789.0,0.498,0.502,194.0,300.0,0.647,136.0,419.0,555.0,84.0,71.0,21.0,91.0,179.0,1235.0,0.0,
2010,52.0,Antawn Jamison,33.0,WAS,PF,41.0,41.0,1595.0,315.0,700.0,0.45,58.0,168.0,0.345,257.0,532.0,0.483,0.491,152.0,217.0,0.7,99.0,263.0,362.0,52.0,43.0,9.0,61.0,112.0,840.0,0.0,
2010,52.0,Antawn Jamison,33.0,CLE,PF,25.0,23.0,811.0,163.0,336.0,0.485,27.0,79.0,0.342,136.0,257.0,0.529,0.525,42.0,83.0,0.506,37.0,156.0,193.0,32.0,28.0,12.0,30.0,67.0,395.0,0.0,
2010,53.0,Luol Deng,24.0,CHI,SF,70.0,69.0,2651.0,473.0,1014.0,0.466,32.0,83.0,0.386,441.0,931.0,0.474,0.482,252.0,330.0,0.764,131.0,381.0,512.0,143.0,66.0,61.0,134.0,129.0,1230.0,0.0,
2010,54.0,Danilo Gallinari,21.0,NYK,SF,81.0,74.0,2747.0,392.0,927.0,0.423,186.0,488.0,0.381,206.0,439.0,0.469,0.523,251.0,307.0,0.818,65.0,333.0,398.0,135.0,75.0,58.0,110.0,191.0,1221.0,0.0,
2010,55.0,Rodney Stuckey,23.0,DET,PG,73.0,67.0,2499.0,449.0,1109.0,0.405,18.0,79.0,0.228,431.0,1030.0,0.418,0.413,299.0,359.0,0.833,67.0,214.0,281.0,348.0,101.0,12.0,163.0,205.0,1215.0,0.0,
2010,56.0,Caron Butler,29.0,2TM,SG,74.0,74.0,2783.0,450.0,1051.0,0.428,42.0,145.0,0.29,408.0,906.0,0.45,0.448,264.0,315.0,0.838,104.0,357.0,461.0,156.0,116.0,24.0,160.0,193.0,1206.0,0.0,
2010,56.0,Caron Butler,29.0,WAS,SF,47.0,47.0,1853.0,293.0,694.0,0.422,25.0,95.0,0.263,268.0,599.0,0.447,0.44,185.0,211.0,0.877,68.0,248.0,316.0,107.0,68.0,15.0,113.0,126.0,796.0,0.0,
2010,56.0,Caron Butler,29.0,DAL,SG,27.0,27.0,930.0,157.0,357.0,0.44,17.0,50.0,0.34,140.0,307.0,0.456,0.464,79.0,104.0,0.76,36.0,109.0,145.0,49.0,48.0,9.0,47.0,67.0,410.0,0.0,
2010,57.0,Pau Gasol,29.0,LAL,C,65.0,65.0,2403.0,452.0,844.0,0.536,0.0,5.0,0.0,452.0,839.0,0.539,0.536,286.0,362.0,0.79,243.0,491.0,734.0,218.0,37.0,113.0,143.0,152.0,1190.0,0.0,"AS,NBA3"
2010,58.0,Michael Beasley,21.0,MIA,PF,78.0,78.0,2328.0,468.0,1040.0,0.45,28.0,102.0,0.275,440.0,938.0,0.469,0.463,192.0,240.0,0.8,123.0,375.0,498.0,100.0,80.0,49.0,131.0,221.0,1156.0,0.0,
2010,59.0,J.R. Smith,24.0,DEN,SG,75.0,0.0,2082.0,428.0,1033.0,0.414,158.0,467.0,0.338,270.0,566.0,0.477,0.491,142.0,201.0,0.706,28.0,206.0,234.0,183.0,99.0,20.0,139.0,174.0,1156.0,0.0,6MOY-5
2010,60.0,Al Horford,23.0,ATL,C,81.0,81.0,2845.0,467.0,847.0,0.551,1.0,1.0,1.0,466.0,846.0,0.551,0.552,213.0,270.0,0.789,236.0,563.0,799.0,189.0,59.0,91.0,122.0,225.0,1148.0,0.0,AS
2010,61.0,Andre Miller,33.0,POR,PG,82.0,66.0,2500.0,404.0,908.0,0.445,16.0,80.0,0.2,388.0,828.0,0.469,0.454,322.0,392.0,0.821,81.0,185.0,266.0,445.0,93.0,9.0,173.0,169.0,1146.0,0.0,
2010,62.0,Baron Davis,30.0,LAC,PG,75.0,73.0,2523.0,412.0,1015.0,0.406,82.0,296.0,0.277,330.0,719.0,0.459,0.446,239.0,291.0,0.821,52.0,214.0,266.0,598.0,126.0,43.0,211.0,210.0,1145.0,1.0,
2010,63.0,Andray Blatche,23.0,WAS,PF,81.0,36.0,2256.0,478.0,999.0,0.478,13.0,44.0,0.295,465.0,955.0,0.487,0.485,174.0,234.0,0.744,158.0,351.0,509.0,170.0,85.0,71.0,182.0,218.0,1143.0,0.0,
2010,64.0,Nenê,27.0,DEN,C,82.0,82.0,2755.0,421.0,717.0,0.587,0.0,2.0,0.0,421.0,715.0,0.589,0.587,293.0,416.0,0.704,166.0,461.0,627.0,203.0,115.0,82.0,125.0,281.0,1135.0,0.0,
2010,65.0,Rajon Rondo,23.0,BOS,PG,81.0,81.0,2963.0,459.0,904.0,0.508,17.0,80.0,0.213,442.0,824.0,0.536,0.517,175.0,282.0,0.621,100.0,260.0,360.0,794.0,189.0,11.0,246.0,198.0,1110.0,2.0,"DPOY-5,AS,DEF1"
2010,66.0,Andrew Bogut,25.0,MIL,C,69.0,69.0,2229.0,473.0,910.0,0.52,0.0,2.0,0.0,473.0,908.0,0.521,0.52,149.0,237.0,0.629,208.0,493.0,701.0,127.0,39.0,175.0,131.0,222.0,1095.0,0.0,"DPOY-7,NBA3"
2010,67.0,Jonny Flynn,20.0,MIN,PG,81.0,81.0,2339.0,397.0,952.0,0.417,77.0,215.0,0.358,320.0,737.0,0.434,0.457,223.0,270.0,0.826,24.0,167.0,191.0,356.0,82.0,2.0,233.0,98.0,1094.0,0.0,ROY-5
2010,68.0,Mo Williams,27.0,CLE,PG,69.0,68.0,2359.0,378.0,855.0,0.442,159.0,371.0,0.429,219.0,484.0,0.452,0.535,177.0,198.0,0.894,28.0,178.0,206.0,368.0,70.0,21.0,173.0,170.0,1092.0,0.0,
2010,69.0,Devin Harris,26.0,NJN,PG,64.0,61.0,2221.0,356.0,884.0,0.403,60.0,217.0,0.276,296.0,667.0,0.444,0.437,308.0,386.0,0.798,24.0,179.0,203.0,423.0,79.0,18.0,181.0,178.0,1080.0,0.0,
2010,70.0,Trevor Ariza,24.0,HOU,SF,72.0,71.0,2629.0,394.0,999.0,0.394,136.0,407.0,0.334,258.0,592.0,0.436,0.462,148.0,228.0,0.649,78.0,325.0,403.0,276.0,126.0,40.0,161.0,162.0,1072.0,1.0,
2010,71.0,Corey Brewer,23.0,MIN,SG,82.0,82.0,2482.0,409.0,949.0,0.431,82.0,237.0,0.346,327.0,712.0,0.459,0.474,166.0,256.0,0.648,70.0,209.0,279.0,193.0,117.0,29.0,164.0,224.0,1066.0,0.0,
2010,72.0,Marcus Thornton,22.0,NOH,SG,73.0,17.0,1872.0,398.0,883.0,0.451,117.0,313.0,0.374,281.0,570.0,0.493,0.517,144.0,177.0,0.814,72.0,139.0,211.0,114.0,58.0,11.0,76.0,127.0,1057.0,0.0,6MOY-10
2010,73.0,Troy Murphy,29.0,IND,PF,72.0,69.0,2344.0,384.0,813.0,0.472,128.0,333.0,0.384,256.0,480.0,0.533,0.551,154.0,193.0,0.798,129.0,608.0,737.0,150.0,72.0,34.0,100.0,175.0,1050.0,0.0,
2010,74.0,Eric Gordon,21.0,LAC,SG,62.0,60.0,2229.0,352.0,784.0,0.449,119.0,321.0,0.371,233.0,463.0,0.503,0.525,222.0,299.0,0.742,25.0,135.0,160.0,186.0,69.0,14.0,144.0,96.0,1045.0,0.0,
2010,75.0,Beno Udrih,27.0,SAC,PG,79.0,41.0,2477.0,415.0,841.0,0.493,75.0,199.0,0.377,340.0,642.0,0.53,0.538,118.0,141.0,0.837,38.0,181.0,219.0,372.0,89.0,10.0,136.0,166.0,1023.0,1.0,
2010,76.0,Rashard Lewis,30.0,ORL,PF,72.0,72.0,2369.0,350.0,805.0,0.435,168.0,423.0,0.397,182.0,382.0,0.476,0.539,145.0,180.0,0.806,62.0,256.0,318.0,107.0,78.0,28.0,108.0,180.0,1013.0,0.0,
2010,77.0,Marc Gasol,25.0,MEM,C,69.0,69.0,2469.0,378.0,651.0,0.581,0.0,1.0,0.0,378.0,650.0,0.582,0.581,252.0,376.0,0.67,208.0,432.0,640.0,165.0,69.0,109.0,135.0,254.0,1008.0,0.0,
2010,78.0,Elton Brand,30.0,PHI,PF,76.0,57.0,2297.0,412.0,858.0,0.48,0.0,1.0,0.0,412.0,857.0,0.481,0.48,172.0,233.0,0.738,179.0,282.0,461.0,109.0,82.0,80.0,131.0,232.0,996.0,0.0,
2010,79.0,Richard Jefferson,29.0,SAS,SF,81.0,70.0,2520.0,362.0,775.0,0.467,59.0,187.0,0.316,303.0,588.0,0.515,0.505,211.0,287.0,0.735,58.0,298.0,356.0,158.0,45.0,40.0,105.0,178.0,994.0,0.0,
2010,80.0,Wilson Chandler,22.0,NYK,SG,65.0,64.0,2320.0,412.0,860.0,0.479,40.0,150.0,0.267,372.0,710.0,0.524,0.502,129.0,160.0,0.806,93.0,255.0,348.0,138.0,46.0,49.0,108.0,184.0,993.0,0.0,
2010,81.0,Kevin Garnett,33.0,BOS,PF,69.0,69.0,2060.0,402.0,772.0,0.521,1.0,5.0,0.2,401.0,767.0,0.523,0.521,185.0,221.0,0.837,78.0,428.0,506.0,185.0,68.0,57.0,101.0,170.0,990.0,0.0,AS
2010,82.0,Mehmet Okur,30.0,UTA,C,73.0,73.0,2149.0,355.0,775.0,0.458,82.0,213.0,0.385,273.0,562.0,0.486,0.511,196.0,239.0,0.82,132.0,383.0,515.0,119.0,38.0,81.0,127.0,223.0,988.0,0.0,
2010,83.0,Rasual Butler,30.0,LAC,SF,82.0,64.0,2702.0,356.0,870.0,0.409,145.0,432.0,0.336,211.0,438.0,0.482,0.493,122.0,145.0,0.841,39.0,201.0,240.0,116.0,36.0,68.0,79.0,121.0,979.0,0.0,
2010,84.0,Andrew Bynum,22.0,LAL,C,65.0,65.0,1977.0,392.0,688.0,0.57,0.0,1.0,0.0,392.0,687.0,0.571,0.57,193.0,261.0,0.739,177.0,364.0,541.0,68.0,35.0,94.0,115.0,193.0,977.0,0.0,
2010,85.0,Raymond Felton,25.0,CHA,PG,80.0,80.0,2643.0,388.0,846.0,0.459,60.0,156.0,0.385,328.0,690.0,0.475,0.494,132.0,173.0,0.763,53.0,235.0,288.0,446.0,123.0,22.0,168.0,172.0,968.0,0.0,
2010,86.0,George Hill,23.0,SAS,PG,78.0,43.0,2276.0,353.0,738.0,0.478,75.0,188.0,0.399,278.0,550.0,0.505,0.529,183.0,237.0,0.772,42.0,163.0,205.0,226.0,69.0,26.0,101.0,222.0,964.0,0.0,
2010,87.0,Mike Conley,22.0,MEM,PG,80.0,80.0,2569.0,369.0,830.0,0.445,82.0,212.0,0.387,287.0,618.0,0.464,0.494,139.0,187.0,0.743,30.0,161.0,191.0,425.0,109.0,12.0,170.0,178.0,959.0,0.0,
2010,88.0,Paul Millsap,24.0,UTA,PF,82.0,8.0,2277.0,385.0,716.0,0.538,1.0,9.0,0.111,384.0,707.0,0.543,0.538,183.0,264.0,0.693,186.0,373.0,559.0,131.0,64.0,99.0,116.0,285.0,954.0,0.0,6MOY-7
2010,89.0,Jermaine O'Neal,31.0,MIA,C,70.0,70.0,1991.0,394.0,745.0,0.529,0.0,2.0,0.0,394.0,743.0,0.53,0.529,162.0,225.0,0.72,124.0,362.0,486.0,92.0,25.0,95.0,125.0,212.0,950.0,0.0,
