season,Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2011,273.0,Anderson Varejão,28.0,CLE,C,31.0,31.0,994.0,114.0,216.0,0.528,0.0,2.0,0.0,114.0,214.0,0.533,0.528,54.0,81.0,0.667,98.0,203.0,301.0,45.0,27.0,38.0,40.0,87.0,282.0,0.0,
2011,274.0,Peja Stojaković,33.0,3TM,SF,33.0,13.0,617.0,100.0,227.0,0.441,57.0,136.0,0.419,43.0,91.0,0.473,0.566,23.0,25.0,0.92,14.0,61.0,75.0,29.0,13.0,2.0,17.0,24.0,280.0,0.0,
2011,274.0,Peja Stojaković,33.0,NOH,SF,6.0,0.0,89.0,14.0,33.0,0.424,11.0,25.0,0.44,3.0,8.0,0.375,0.591,6.0,7.0,0.857,0.0,6.0,6.0,6.0,2.0,0.0,4.0,2.0,45.0,0.0,
2011,274.0,Peja Stojaković,33.0,TOR,SF,2.0,0.0,22.0,7.0,10.0,0.7,4.0,6.0,0.667,3.0,4.0,0.75,0.9,2.0,2.0,1.0,0.0,3.0,3.0,1.0,0.0,0.0,2.0,0.0,20.0,0.0,
2011,274.0,Peja Stojaković,33.0,DAL,SF,25.0,13.0,506.0,79.0,184.0,0.429,42.0,105.0,0.4,37.0,79.0,0.468,0.543,15.0,16.0,0.938,14.0,52.0,66.0,22.0,11.0,2.0,11.0,22.0,215.0,0.0,
2011,275.0,Jonny Flynn,21.0,MIN,PG,53.0,8.0,983.0,108.0,296.0,0.365,31.0,100.0,0.31,77.0,196.0,0.393,0.417,32.0,42.0,0.762,12.0,65.0,77.0,182.0,34.0,3.0,113.0,58.0,279.0,0.0,
2011,276.0,Tiago Splitter,26.0,SAS,C,60.0,6.0,738.0,101.0,191.0,0.529,0.0,1.0,0.0,101.0,190.0,0.532,0.529,76.0,140.0,0.543,72.0,129.0,201.0,26.0,29.0,17.0,32.0,91.0,278.0,0.0,
2011,277.0,Marcus Camby,36.0,POR,C,59.0,51.0,1540.0,117.0,294.0,0.398,0.0,1.0,0.0,117.0,293.0,0.399,0.398,43.0,70.0,0.614,182.0,424.0,606.0,121.0,40.0,92.0,62.0,140.0,277.0,0.0,
2011,278.0,Johan Petro,25.0,NJN,C,77.0,1.0,893.0,129.0,290.0,0.445,0.0,4.0,0.0,129.0,286.0,0.451,0.445,15.0,28.0,0.536,62.0,150.0,212.0,44.0,34.0,34.0,46.0,178.0,273.0,0.0,
2011,279.0,Josh Childress,27.0,PHO,SG,54.0,3.0,894.0,121.0,214.0,0.565,1.0,16.0,0.063,120.0,198.0,0.606,0.568,29.0,59.0,0.492,69.0,86.0,155.0,42.0,33.0,23.0,44.0,68.0,272.0,0.0,
2011,280.0,Marquis Daniels,30.0,BOS,SF,49.0,0.0,938.0,114.0,232.0,0.491,4.0,21.0,0.19,110.0,211.0,0.521,0.5,39.0,57.0,0.684,24.0,89.0,113.0,64.0,39.0,22.0,38.0,63.0,271.0,0.0,
2011,281.0,James Johnson,23.0,2TM,SF,38.0,25.0,822.0,108.0,237.0,0.456,8.0,34.0,0.235,100.0,203.0,0.493,0.473,47.0,71.0,0.662,37.0,105.0,142.0,89.0,33.0,37.0,64.0,95.0,271.0,0.0,
2011,281.0,James Johnson,23.0,CHI,SF,13.0,0.0,123.0,17.0,41.0,0.415,2.0,9.0,0.222,15.0,32.0,0.469,0.439,6.0,13.0,0.462,6.0,18.0,24.0,14.0,8.0,9.0,18.0,25.0,42.0,0.0,
2011,281.0,James Johnson,23.0,TOR,SF,25.0,25.0,699.0,91.0,196.0,0.464,6.0,25.0,0.24,85.0,171.0,0.497,0.48,41.0,58.0,0.707,31.0,87.0,118.0,75.0,25.0,28.0,46.0,70.0,229.0,0.0,
2011,282.0,D.J. White,24.0,2TM,C,47.0,0.0,685.0,111.0,219.0,0.507,0.0,2.0,0.0,111.0,217.0,0.512,0.507,46.0,64.0,0.719,43.0,115.0,158.0,19.0,12.0,20.0,14.0,77.0,268.0,0.0,
2011,282.0,D.J. White,24.0,OKC,PF,23.0,0.0,219.0,30.0,65.0,0.462,0.0,0.0,,30.0,65.0,0.462,0.462,5.0,10.0,0.5,12.0,40.0,52.0,4.0,6.0,8.0,7.0,31.0,65.0,0.0,
2011,282.0,D.J. White,24.0,CHA,C,24.0,0.0,466.0,81.0,154.0,0.526,0.0,2.0,0.0,81.0,152.0,0.533,0.526,41.0,54.0,0.759,31.0,75.0,106.0,15.0,6.0,12.0,7.0,46.0,203.0,0.0,
2011,283.0,Ronny Turiaf,28.0,NYK,C,64.0,21.0,1141.0,103.0,163.0,0.632,0.0,0.0,,103.0,163.0,0.632,0.632,61.0,98.0,0.622,64.0,143.0,207.0,92.0,35.0,73.0,41.0,160.0,267.0,0.0,
2011,284.0,Sebastian Telfair,25.0,MIN,PG,37.0,8.0,711.0,97.0,241.0,0.402,28.0,78.0,0.359,69.0,163.0,0.423,0.461,44.0,60.0,0.733,17.0,37.0,54.0,111.0,25.0,3.0,64.0,64.0,266.0,0.0,
2011,285.0,Shelden Williams,27.0,2TM,PF,59.0,38.0,911.0,103.0,220.0,0.468,0.0,0.0,,103.0,220.0,0.468,0.468,58.0,75.0,0.773,93.0,180.0,273.0,32.0,23.0,26.0,43.0,126.0,264.0,0.0,
2011,285.0,Shelden Williams,27.0,DEN,PF,42.0,32.0,713.0,82.0,181.0,0.453,0.0,0.0,,82.0,181.0,0.453,0.453,34.0,46.0,0.739,74.0,149.0,223.0,19.0,18.0,22.0,37.0,92.0,198.0,0.0,
2011,285.0,Shelden Williams,27.0,NYK,PF,17.0,6.0,198.0,21.0,39.0,0.538,0.0,0.0,,21.0,39.0,0.538,0.538,24.0,29.0,0.828,19.0,31.0,50.0,13.0,5.0,4.0,6.0,34.0,66.0,0.0,
2011,286.0,Larry Sanders,22.0,MIL,C,60.0,12.0,872.0,116.0,268.0,0.433,0.0,0.0,,116.0,268.0,0.433,0.433,28.0,50.0,0.56,59.0,119.0,178.0,16.0,22.0,72.0,38.0,117.0,260.0,0.0,
2011,287.0,Craig Smith,27.0,LAC,PF,48.0,0.0,586.0,104.0,188.0,0.553,0.0,5.0,0.0,104.0,183.0,0.568,0.553,50.0,68.0,0.735,43.0,74.0,117.0,31.0,16.0,7.0,33.0,84.0,258.0,0.0,
2011,288.0,Eugene Jeter,27.0,SAC,PG,62.0,1.0,858.0,106.0,259.0,0.409,6.0,30.0,0.2,100.0,229.0,0.437,0.421,37.0,41.0,0.902,9.0,61.0,70.0,162.0,29.0,2.0,51.0,54.0,255.0,0.0,
2011,289.0,Jamario Moon,30.0,2TM,SF,59.0,20.0,1042.0,101.0,248.0,0.407,38.0,123.0,0.309,63.0,125.0,0.504,0.484,15.0,17.0,0.882,23.0,142.0,165.0,52.0,28.0,33.0,22.0,65.0,255.0,0.0,
2011,289.0,Jamario Moon,30.0,CLE,SF,40.0,13.0,764.0,76.0,189.0,0.402,27.0,95.0,0.284,49.0,94.0,0.521,0.474,10.0,11.0,0.909,14.0,104.0,118.0,45.0,25.0,27.0,17.0,39.0,189.0,0.0,
2011,289.0,Jamario Moon,30.0,LAC,SF,19.0,7.0,278.0,25.0,59.0,0.424,11.0,28.0,0.393,14.0,31.0,0.452,0.517,5.0,6.0,0.833,9.0,38.0,47.0,7.0,3.0,6.0,5.0,26.0,66.0,0.0,
2011,290.0,Chris Andersen,32.0,DEN,C,45.0,0.0,732.0,82.0,137.0,0.599,0.0,1.0,0.0,82.0,136.0,0.603,0.599,86.0,135.0,0.637,75.0,144.0,219.0,20.0,23.0,58.0,25.0,79.0,250.0,0.0,
2011,291.0,Quentin Richardson,30.0,ORL,SF,57.0,19.0,955.0,87.0,255.0,0.341,42.0,146.0,0.288,45.0,109.0,0.413,0.424,33.0,44.0,0.75,39.0,139.0,178.0,38.0,25.0,5.0,33.0,74.0,249.0,0.0,
2011,292.0,Greivis Vásquez,24.0,MEM,PG,70.0,1.0,860.0,95.0,233.0,0.408,25.0,86.0,0.291,70.0,147.0,0.476,0.461,34.0,44.0,0.773,12.0,61.0,73.0,151.0,22.0,4.0,70.0,83.0,249.0,0.0,
2011,293.0,James Posey,34.0,IND,SF,49.0,0.0,839.0,81.0,241.0,0.336,67.0,212.0,0.316,14.0,29.0,0.483,0.475,11.0,15.0,0.733,10.0,137.0,147.0,34.0,24.0,6.0,24.0,103.0,240.0,0.0,
2011,294.0,Daequan Cook,23.0,OKC,SG,43.0,0.0,598.0,79.0,181.0,0.436,65.0,154.0,0.422,14.0,27.0,0.519,0.616,16.0,20.0,0.8,8.0,64.0,72.0,20.0,14.0,1.0,17.0,51.0,239.0,0.0,
2011,295.0,Jason Maxiell,27.0,DET,PF,57.0,14.0,930.0,93.0,189.0,0.492,0.0,0.0,,93.0,189.0,0.492,0.492,51.0,99.0,0.515,66.0,107.0,173.0,17.0,24.0,21.0,44.0,92.0,237.0,0.0,
2011,296.0,Rodrigue Beaubois,22.0,DAL,PG,28.0,26.0,496.0,94.0,223.0,0.422,25.0,83.0,0.301,69.0,140.0,0.493,0.478,23.0,30.0,0.767,7.0,45.0,52.0,64.0,20.0,8.0,47.0,76.0,236.0,0.0,
2011,297.0,Ekpe Udoh,23.0,GSW,C,58.0,18.0,1030.0,97.0,222.0,0.437,0.0,0.0,,97.0,222.0,0.437,0.437,42.0,64.0,0.656,80.0,101.0,181.0,40.0,22.0,86.0,48.0,144.0,236.0,0.0,
2011,298.0,Matt Carroll,30.0,CHA,SG,54.0,1.0,582.0,89.0,199.0,0.447,17.0,46.0,0.37,72.0,153.0,0.471,0.49,40.0,52.0,0.769,12.0,56.0,68.0,23.0,17.0,6.0,23.0,43.0,235.0,0.0,
2011,299.0,Ömer Aşık,24.0,CHI,C,82.0,0.0,989.0,78.0,141.0,0.553,0.0,0.0,,78.0,141.0,0.553,0.553,73.0,145.0,0.503,112.0,194.0,306.0,32.0,20.0,56.0,64.0,153.0,229.0,0.0,
2011,300.0,Mike Miller,30.0,MIA,SG,41.0,2.0,838.0,81.0,202.0,0.401,43.0,118.0,0.364,38.0,84.0,0.452,0.507,23.0,34.0,0.676,38.0,146.0,184.0,51.0,20.0,2.0,41.0,88.0,228.0,0.0,
2011,301.0,Josh Powell,28.0,ATL,PF,54.0,0.0,653.0,94.0,208.0,0.452,0.0,1.0,0.0,94.0,207.0,0.454,0.452,36.0,45.0,0.8,49.0,86.0,135.0,22.0,5.0,5.0,53.0,78.0,224.0,0.0,
2011,302.0,T.J. Ford,27.0,IND,PG,41.0,3.0,773.0,91.0,236.0,0.386,6.0,32.0,0.188,85.0,204.0,0.417,0.398,35.0,48.0,0.729,17.0,64.0,81.0,141.0,35.0,8.0,63.0,69.0,223.0,0.0,
2011,303.0,Jermaine Taylor,24.0,2TM,SG,34.0,8.0,483.0,94.0,196.0,0.48,14.0,45.0,0.311,80.0,151.0,0.53,0.515,21.0,28.0,0.75,26.0,36.0,62.0,32.0,14.0,5.0,46.0,39.0,223.0,0.0,
2011,303.0,Jermaine Taylor,24.0,HOU,SG,8.0,0.0,77.0,16.0,32.0,0.5,2.0,5.0,0.4,14.0,27.0,0.519,0.531,5.0,6.0,0.833,1.0,8.0,9.0,2.0,2.0,2.0,6.0,4.0,39.0,0.0,
2011,303.0,Jermaine Taylor,24.0,SAC,SG,26.0,8.0,406.0,78.0,164.0,0.476,12.0,40.0,0.3,66.0,124.0,0.532,0.512,16.0,22.0,0.727,25.0,28.0,53.0,30.0,12.0,3.0,40.0,35.0,184.0,0.0,
2011,304.0,Rasual Butler,31.0,2TM,SG,47.0,2.0,770.0,79.0,237.0,0.333,46.0,136.0,0.338,33.0,101.0,0.327,0.43,18.0,27.0,0.667,10.0,67.0,77.0,27.0,8.0,15.0,24.0,37.0,222.0,0.0,
2011,304.0,Rasual Butler,31.0,LAC,SG,41.0,2.0,744.0,73.0,226.0,0.323,42.0,129.0,0.326,31.0,97.0,0.32,0.416,18.0,27.0,0.667,10.0,66.0,76.0,27.0,8.0,15.0,22.0,34.0,206.0,0.0,
2011,304.0,Rasual Butler,31.0,CHI,SG,6.0,0.0,26.0,6.0,11.0,0.545,4.0,7.0,0.571,2.0,4.0,0.5,0.727,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,16.0,0.0,
2011,305.0,Acie Law,26.0,2TM,PG,51.0,0.0,726.0,81.0,186.0,0.435,6.0,36.0,0.167,75.0,150.0,0.5,0.452,47.0,64.0,0.734,12.0,51.0,63.0,84.0,32.0,0.0,43.0,61.0,215.0,0.0,
2011,305.0,Acie Law,26.0,MEM,PG,11.0,0.0,94.0,3.0,19.0,0.158,0.0,6.0,0.0,3.0,13.0,0.231,0.158,6.0,10.0,0.6,3.0,8.0,11.0,14.0,4.0,0.0,10.0,10.0,12.0,0.0,
2011,305.0,Acie Law,26.0,GSW,PG,40.0,0.0,632.0,78.0,167.0,0.467,6.0,30.0,0.2,72.0,137.0,0.526,0.485,41.0,54.0,0.759,9.0,43.0,52.0,70.0,28.0,0.0,33.0,51.0,203.0,0.0,
2011,306.0,Kurt Thomas,38.0,CHI,PF,52.0,37.0,1178.0,95.0,186.0,0.511,1.0,1.0,1.0,94.0,185.0,0.508,0.513,20.0,32.0,0.625,75.0,226.0,301.0,60.0,32.0,42.0,42.0,164.0,211.0,0.0,
2011,307.0,Cartier Martin,26.0,WAS,SF,52.0,1.0,542.0,71.0,182.0,0.39,39.0,99.0,0.394,32.0,83.0,0.386,0.497,28.0,40.0,0.7,20.0,54.0,74.0,18.0,18.0,6.0,16.0,52.0,209.0,0.0,
2011,308.0,Ike Diogu,27.0,LAC,PF,36.0,0.0,470.0,83.0,148.0,0.561,0.0,0.0,,83.0,148.0,0.561,0.561,41.0,62.0,0.661,41.0,74.0,115.0,2.0,3.0,3.0,22.0,72.0,207.0,0.0,
2011,309.0,Joey Graham,28.0,CLE,SF,39.0,8.0,586.0,82.0,179.0,0.458,9.0,30.0,0.3,73.0,149.0,0.49,0.483,29.0,36.0,0.806,8.0,76.0,84.0,18.0,6.0,7.0,28.0,73.0,202.0,0.0,
2011,310.0,Lou Amundson,28.0,GSW,PF,46.0,7.0,691.0,83.0,183.0,0.454,0.0,0.0,,83.0,183.0,0.454,0.454,34.0,87.0,0.391,81.0,104.0,185.0,17.0,14.0,33.0,24.0,87.0,200.0,0.0,
2011,311.0,Luther Head,28.0,SAC,PG,36.0,14.0,586.0,68.0,164.0,0.415,25.0,64.0,0.391,43.0,100.0,0.43,0.491,39.0,50.0,0.78,16.0,44.0,60.0,70.0,10.0,9.0,32.0,43.0,200.0,0.0,
2011,312.0,Stephen Graham,28.0,NJN,SG,59.0,28.0,959.0,81.0,200.0,0.405,5.0,21.0,0.238,76.0,179.0,0.425,0.418,31.0,38.0,0.816,17.0,106.0,123.0,40.0,14.0,1.0,38.0,106.0,198.0,0.0,
2011,313.0,Ronnie Price,27.0,UTA,SG,59.0,0.0,717.0,74.0,210.0,0.352,20.0,69.0,0.29,54.0,141.0,0.383,0.4,29.0,39.0,0.744,22.0,39.0,61.0,56.0,42.0,5.0,55.0,106.0,197.0,0.0,
2011,314.0,Brian Cook,30.0,LAC,PF,40.0,0.0,447.0,72.0,170.0,0.424,34.0,79.0,0.43,38.0,91.0,0.418,0.524,15.0,24.0,0.625,19.0,77.0,96.0,15.0,12.0,11.0,25.0,75.0,193.0,0.0,
2011,315.0,Luke Harangody,23.0,2TM,PF,49.0,0.0,640.0,79.0,206.0,0.383,16.0,66.0,0.242,63.0,140.0,0.45,0.422,19.0,26.0,0.731,40.0,103.0,143.0,30.0,15.0,17.0,16.0,80.0,193.0,0.0,
2011,315.0,Luke Harangody,23.0,BOS,PF,28.0,0.0,241.0,28.0,71.0,0.394,2.0,10.0,0.2,26.0,61.0,0.426,0.408,5.0,8.0,0.625,17.0,38.0,55.0,10.0,4.0,7.0,5.0,36.0,63.0,0.0,
2011,315.0,Luke Harangody,23.0,CLE,PF,21.0,0.0,399.0,51.0,135.0,0.378,14.0,56.0,0.25,37.0,79.0,0.468,0.43,14.0,18.0,0.778,23.0,65.0,88.0,20.0,11.0,10.0,11.0,44.0,130.0,0.0,
2011,316.0,Quincy Pondexter,22.0,NOH,SF,66.0,6.0,734.0,73.0,180.0,0.406,18.0,50.0,0.36,55.0,130.0,0.423,0.456,24.0,34.0,0.706,23.0,65.0,88.0,28.0,17.0,10.0,16.0,63.0,188.0,0.0,
2011,317.0,Julian Wright,23.0,TOR,SF,52.0,6.0,766.0,82.0,160.0,0.513,2.0,10.0,0.2,80.0,150.0,0.533,0.519,22.0,43.0,0.512,47.0,71.0,118.0,58.0,39.0,20.0,43.0,45.0,188.0,0.0,
2011,318.0,Jeff Foster,34.0,IND,C,56.0,3.0,940.0,80.0,167.0,0.479,0.0,3.0,0.0,80.0,164.0,0.488,0.479,27.0,48.0,0.563,160.0,190.0,350.0,46.0,24.0,31.0,26.0,127.0,187.0,0.0,
2011,319.0,Darnell Jackson,25.0,SAC,PF,59.0,2.0,486.0,77.0,158.0,0.487,3.0,11.0,0.273,74.0,147.0,0.503,0.497,30.0,49.0,0.612,49.0,45.0,94.0,14.0,12.0,3.0,23.0,61.0,187.0,0.0,
2011,320.0,Derrick Brown,23.0,2TM,SF,49.0,1.0,576.0,74.0,131.0,0.565,5.0,10.0,0.5,69.0,121.0,0.57,0.584,32.0,60.0,0.533,41.0,58.0,99.0,33.0,20.0,10.0,35.0,59.0,185.0,0.0,
2011,320.0,Derrick Brown,23.0,CHA,SF,41.0,1.0,488.0,62.0,113.0,0.549,2.0,6.0,0.333,60.0,107.0,0.561,0.558,25.0,47.0,0.532,32.0,52.0,84.0,29.0,16.0,8.0,28.0,48.0,151.0,0.0,
2011,320.0,Derrick Brown,23.0,NYK,SF,8.0,0.0,88.0,12.0,18.0,0.667,3.0,4.0,0.75,9.0,14.0,0.643,0.75,7.0,13.0,0.538,9.0,6.0,15.0,4.0,4.0,2.0,7.0,11.0,34.0,0.0,
2011,321.0,Von Wafer,25.0,BOS,SG,58.0,2.0,553.0,67.0,159.0,0.421,18.0,67.0,0.269,49.0,92.0,0.533,0.478,32.0,38.0,0.842,7.0,42.0,49.0,35.0,18.0,5.0,20.0,39.0,184.0,0.0,
2011,322.0,Damien Wilkins,31.0,ATL,SF,52.0,0.0,676.0,69.0,137.0,0.504,2.0,10.0,0.2,67.0,127.0,0.528,0.511,40.0,56.0,0.714,23.0,67.0,90.0,41.0,27.0,9.0,21.0,72.0,180.0,0.0,
2011,323.0,Jeremy Evans,23.0,UTA,SF,49.0,3.0,463.0,76.0,115.0,0.661,0.0,1.0,0.0,76.0,114.0,0.667,0.661,26.0,37.0,0.703,36.0,61.0,97.0,24.0,17.0,17.0,19.0,50.0,178.0,0.0,
2011,324.0,Dominic McGuire,25.0,CHA,SF,52.0,8.0,760.0,72.0,182.0,0.396,0.0,2.0,0.0,72.0,180.0,0.4,0.396,30.0,39.0,0.769,63.0,136.0,199.0,43.0,10.0,33.0,25.0,94.0,174.0,0.0,
2011,325.0,Kendrick Perkins,26.0,2TM,C,29.0,24.0,742.0,67.0,130.0,0.515,0.0,0.0,,67.0,130.0,0.515,0.515,40.0,72.0,0.556,62.0,170.0,232.0,26.0,9.0,26.0,56.0,91.0,174.0,0.0,
2011,325.0,Kendrick Perkins,26.0,BOS,C,12.0,7.0,313.0,32.0,59.0,0.542,0.0,0.0,,32.0,59.0,0.542,0.542,23.0,40.0,0.575,23.0,74.0,97.0,10.0,2.0,10.0,25.0,37.0,87.0,0.0,
2011,325.0,Kendrick Perkins,26.0,OKC,C,17.0,17.0,429.0,35.0,71.0,0.493,0.0,0.0,,35.0,71.0,0.493,0.493,17.0,32.0,0.531,39.0,96.0,135.0,16.0,7.0,16.0,31.0,54.0,87.0,0.0,
2011,326.0,Ian Mahinmi,24.0,DAL,C,56.0,0.0,488.0,55.0,98.0,0.561,0.0,2.0,0.0,55.0,96.0,0.573,0.561,63.0,82.0,0.768,43.0,77.0,120.0,8.0,14.0,15.0,25.0,105.0,173.0,0.0,
2011,327.0,Xavier Henry,19.0,MEM,SG,38.0,16.0,527.0,65.0,160.0,0.406,2.0,17.0,0.118,63.0,143.0,0.441,0.413,33.0,52.0,0.635,9.0,28.0,37.0,18.0,11.0,3.0,13.0,48.0,165.0,0.0,
2011,328.0,Semih Erden,24.0,2TM,C,41.0,8.0,595.0,62.0,111.0,0.559,0.0,0.0,,62.0,111.0,0.559,0.559,39.0,60.0,0.65,37.0,81.0,118.0,20.0,15.0,24.0,34.0,104.0,163.0,0.0,
2011,328.0,Semih Erden,24.0,BOS,C,37.0,7.0,531.0,58.0,97.0,0.598,0.0,0.0,,58.0,97.0,0.598,0.598,34.0,54.0,0.63,31.0,76.0,107.0,19.0,13.0,21.0,32.0,92.0,150.0,0.0,
2011,328.0,Semih Erden,24.0,CLE,C,4.0,1.0,64.0,4.0,14.0,0.286,0.0,0.0,,4.0,14.0,0.286,0.286,5.0,6.0,0.833,6.0,5.0,11.0,1.0,2.0,3.0,2.0,12.0,13.0,0.0,
2011,329.0,Timofey Mozgov,24.0,2TM,C,45.0,14.0,524.0,63.0,133.0,0.474,0.0,0.0,,63.0,133.0,0.474,0.474,37.0,52.0,0.712,46.0,75.0,121.0,15.0,15.0,25.0,35.0,84.0,163.0,0.0,
2011,329.0,Timofey Mozgov,24.0,NYK,C,34.0,14.0,458.0,52.0,112.0,0.464,0.0,0.0,,52.0,112.0,0.464,0.464,31.0,44.0,0.705,41.0,63.0,104.0,15.0,14.0,23.0,32.0,76.0,135.0,0.0,
2011,329.0,Timofey Mozgov,24.0,DEN,C,11.0,0.0,66.0,11.0,21.0,0.524,0.0,0.0,,11.0,21.0,0.524,0.524,6.0,8.0,0.75,5.0,12.0,17.0,0.0,1.0,2.0,3.0,8.0,28.0,0.0,
2011,330.0,Earl Clark,23.0,2TM,SF,42.0,0.0,464.0,68.0,158.0,0.43,0.0,5.0,0.0,68.0,153.0,0.444,0.43,27.0,47.0,0.574,37.0,64.0,101.0,9.0,8.0,18.0,28.0,45.0,163.0,0.0,
2011,330.0,Earl Clark,23.0,PHO,SF,9.0,0.0,72.0,12.0,31.0,0.387,0.0,0.0,,12.0,31.0,0.387,0.387,5.0,10.0,0.5,4.0,13.0,17.0,4.0,1.0,3.0,2.0,6.0,29.0,0.0,
2011,330.0,Earl Clark,23.0,ORL,SF,33.0,0.0,392.0,56.0,127.0,0.441,0.0,5.0,0.0,56.0,122.0,0.459,0.441,22.0,37.0,0.595,33.0,51.0,84.0,5.0,7.0,15.0,26.0,39.0,134.0,0.0,
2011,331.0,Lazar Hayward,24.0,MIN,SF,42.0,0.0,419.0,55.0,154.0,0.357,17.0,60.0,0.283,38.0,94.0,0.404,0.412,33.0,42.0,0.786,23.0,47.0,70.0,28.0,12.0,7.0,19.0,44.0,160.0,0.0,
2011,332.0,Kosta Koufos,21.0,2TM,C,50.0,2.0,434.0,68.0,150.0,0.453,0.0,2.0,0.0,68.0,148.0,0.459,0.453,24.0,43.0,0.558,57.0,73.0,130.0,7.0,10.0,25.0,31.0,59.0,160.0,0.0,
2011,332.0,Kosta Koufos,21.0,MIN,C,39.0,1.0,336.0,47.0,108.0,0.435,0.0,2.0,0.0,47.0,106.0,0.443,0.435,12.0,24.0,0.5,42.0,55.0,97.0,7.0,8.0,20.0,25.0,50.0,106.0,0.0,
2011,332.0,Kosta Koufos,21.0,DEN,C,11.0,1.0,98.0,21.0,42.0,0.5,0.0,0.0,,21.0,42.0,0.5,0.5,12.0,19.0,0.632,15.0,18.0,33.0,0.0,2.0,5.0,6.0,9.0,54.0,0.0,
2011,333.0,Ben Uzoh,22.0,NJN,PG,42.0,0.0,438.0,61.0,144.0,0.424,3.0,8.0,0.375,58.0,136.0,0.426,0.434,33.0,56.0,0.589,30.0,31.0,61.0,69.0,13.0,8.0,25.0,29.0,158.0,0.0,
2011,334.0,Leon Powe,27.0,2TM,PF,30.0,3.0,328.0,59.0,119.0,0.496,0.0,2.0,0.0,59.0,117.0,0.504,0.496,40.0,72.0,0.556,24.0,39.0,63.0,7.0,10.0,4.0,12.0,44.0,158.0,0.0,
2011,334.0,Leon Powe,27.0,CLE,PF,14.0,3.0,187.0,29.0,59.0,0.492,0.0,0.0,,29.0,59.0,0.492,0.492,12.0,26.0,0.462,16.0,22.0,38.0,2.0,7.0,3.0,5.0,20.0,70.0,0.0,
2011,334.0,Leon Powe,27.0,MEM,C,16.0,0.0,141.0,30.0,60.0,0.5,0.0,2.0,0.0,30.0,58.0,0.517,0.5,28.0,46.0,0.609,8.0,17.0,25.0,5.0,3.0,1.0,7.0,24.0,88.0,0.0,
2011,335.0,Kevin Séraphin,21.0,WAS,PF,58.0,1.0,635.0,66.0,147.0,0.449,0.0,0.0,,66.0,147.0,0.449,0.449,22.0,31.0,0.71,80.0,72.0,152.0,10.0,17.0,28.0,42.0,126.0,154.0,0.0,
2011,336.0,Ben Wallace,36.0,DET,C,54.0,49.0,1238.0,67.0,149.0,0.45,1.0,2.0,0.5,66.0,147.0,0.449,0.453,19.0,57.0,0.333,129.0,221.0,350.0,72.0,54.0,54.0,44.0,81.0,154.0,0.0,
2011,337.0,Joel Anthony,28.0,MIA,C,75.0,11.0,1463.0,53.0,99.0,0.535,0.0,0.0,,53.0,99.0,0.535,0.535,47.0,73.0,0.644,104.0,162.0,266.0,24.0,10.0,93.0,36.0,194.0,153.0,0.0,
2011,338.0,Josh Howard,30.0,WAS,SF,18.0,10.0,409.0,58.0,162.0,0.358,7.0,29.0,0.241,51.0,133.0,0.383,0.38,29.0,47.0,0.617,18.0,56.0,74.0,24.0,13.0,5.0,20.0,34.0,152.0,0.0,
2011,339.0,Brian Cardinal,33.0,DAL,SF,56.0,4.0,618.0,43.0,100.0,0.43,42.0,87.0,0.483,1.0,13.0,0.077,0.64,17.0,18.0,0.944,10.0,49.0,59.0,40.0,24.0,7.0,17.0,82.0,145.0,0.0,
2011,340.0,Alexis Ajinça,22.0,2TM,C,34.0,2.0,340.0,59.0,133.0,0.444,12.0,34.0,0.353,47.0,99.0,0.475,0.489,13.0,18.0,0.722,17.0,61.0,78.0,10.0,11.0,19.0,18.0,73.0,143.0,0.0,
2011,340.0,Alexis Ajinça,22.0,DAL,C,10.0,2.0,75.0,12.0,32.0,0.375,3.0,7.0,0.429,9.0,25.0,0.36,0.422,2.0,3.0,0.667,5.0,12.0,17.0,2.0,3.0,5.0,1.0,13.0,29.0,0.0,
2011,340.0,Alexis Ajinça,22.0,TOR,C,24.0,0.0,265.0,47.0,101.0,0.465,9.0,27.0,0.333,38.0,74.0,0.514,0.51,11.0,15.0,0.733,12.0,49.0,61.0,8.0,8.0,14.0,17.0,60.0,114.0,0.0,
2011,341.0,Brandan Wright,23.0,2TM,PF,37.0,2.0,379.0,60.0,117.0,0.513,0.0,0.0,,60.0,117.0,0.513,0.513,21.0,31.0,0.677,31.0,58.0,89.0,12.0,11.0,17.0,14.0,34.0,141.0,0.0,
2011,341.0,Brandan Wright,23.0,GSW,PF,21.0,1.0,195.0,38.0,63.0,0.603,0.0,0.0,,38.0,63.0,0.603,0.603,7.0,14.0,0.5,14.0,27.0,41.0,5.0,3.0,10.0,10.0,19.0,83.0,0.0,
2011,341.0,Brandan Wright,23.0,NJN,PF,16.0,1.0,184.0,22.0,54.0,0.407,0.0,0.0,,22.0,54.0,0.407,0.407,14.0,17.0,0.824,17.0,31.0,48.0,7.0,8.0,7.0,4.0,15.0,58.0,0.0,
