season,Rk,Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards
2023,168.0,Donovan Solano,35.0,MIN,AL,1.6,134.0,450.0,394.0,43.0,111.0,26.0,1.0,5.0,38.0,0.0,0.0,40.0,100.0,0.282,0.369,0.391,0.76,110.0,0.341,113.0,154.0,8.0,15.0,0.0,1.0,1.0,3H45D,
2023,169.0,Brice Turang*,23.0,MIL,NL,1.5,137.0,448.0,404.0,46.0,88.0,9.0,3.0,6.0,34.0,26.0,4.0,38.0,94.0,0.218,0.285,0.3,0.585,61.0,0.277,60.0,121.0,9.0,1.0,3.0,2.0,1.0,*46H/D,
2023,170.0,Luis Rengifo#,26.0,LAA,AL,1.9,126.0,445.0,394.0,55.0,104.0,15.0,4.0,16.0,51.0,6.0,4.0,41.0,82.0,0.264,0.339,0.444,0.783,112.0,0.339,113.0,175.0,3.0,6.0,0.0,4.0,0.0,4659H/78,
2023,171.0,Alex Call,28.0,WSN,NL,1.0,128.0,439.0,375.0,43.0,75.0,14.0,1.0,8.0,38.0,9.0,8.0,53.0,78.0,0.2,0.307,0.307,0.614,72.0,0.282,78.0,115.0,1.0,6.0,3.0,2.0,0.0,*87/9H,
2023,172.0,Ezequiel Durán,24.0,TEX,AL,1.1,122.0,439.0,406.0,55.0,112.0,22.0,2.0,14.0,46.0,8.0,4.0,23.0,120.0,0.276,0.324,0.443,0.768,110.0,0.332,110.0,180.0,7.0,7.0,1.0,2.0,1.0,675D/4H39,
2023,173.0,Sean Murphy,28.0,ATL,NL,4.0,108.0,438.0,370.0,65.0,93.0,21.0,0.0,21.0,68.0,0.0,0.0,49.0,98.0,0.251,0.365,0.478,0.844,127.0,0.371,131.0,177.0,18.0,18.0,0.0,1.0,0.0,2/DH,AS
2023,174.0,Brandon Lowe*,28.0,TBR,AL,2.1,109.0,436.0,377.0,58.0,87.0,15.0,1.0,21.0,68.0,7.0,0.0,50.0,119.0,0.231,0.328,0.443,0.771,112.0,0.34,113.0,167.0,8.0,6.0,0.0,3.0,0.0,4/HD,
2023,175.0,Harold Ramírez,28.0,TBR,AL,2.0,122.0,434.0,400.0,58.0,125.0,19.0,2.0,12.0,68.0,5.0,3.0,22.0,79.0,0.313,0.353,0.46,0.813,124.0,0.356,128.0,184.0,7.0,6.0,0.0,6.0,0.0,DH/793,
2023,176.0,Brenton Doyle,25.0,COL,NL,0.8,126.0,431.0,399.0,48.0,81.0,16.0,5.0,10.0,48.0,22.0,5.0,22.0,151.0,0.203,0.25,0.343,0.593,53.0,0.269,45.0,137.0,9.0,4.0,3.0,3.0,0.0,*8/H,GG
2023,177.0,Jace Peterson*,33.0,2TM,2LG,-0.5,133.0,430.0,374.0,35.0,79.0,10.0,4.0,6.0,37.0,15.0,2.0,47.0,101.0,0.211,0.304,0.307,0.611,73.0,0.282,72.0,115.0,7.0,4.0,2.0,3.0,2.0,*5H4/D137,
2023,177.0,Jace Peterson*,33.0,OAK,AL,0.3,92.0,324.0,281.0,30.0,62.0,7.0,2.0,6.0,28.0,11.0,1.0,36.0,77.0,0.221,0.313,0.324,0.637,81.0,0.291,80.0,91.0,6.0,3.0,1.0,3.0,1.0,54H/17D,
2023,177.0,Jace Peterson*,33.0,ARI,NL,-0.8,41.0,106.0,93.0,5.0,17.0,3.0,2.0,0.0,9.0,4.0,1.0,11.0,24.0,0.183,0.276,0.258,0.534,47.0,0.253,45.0,24.0,1.0,1.0,1.0,0.0,1.0,5H/D34,
2023,178.0,Christopher Morel,24.0,CHC,NL,1.5,107.0,429.0,388.0,62.0,96.0,17.0,3.0,26.0,70.0,6.0,2.0,36.0,133.0,0.247,0.313,0.508,0.821,122.0,0.351,121.0,197.0,7.0,2.0,1.0,2.0,0.0,D48/795H6,
2023,179.0,Elly De La Cruz#,21.0,CIN,NL,0.7,98.0,427.0,388.0,67.0,91.0,15.0,7.0,13.0,44.0,35.0,8.0,35.0,144.0,0.235,0.3,0.41,0.71,87.0,0.319,84.0,159.0,6.0,2.0,1.0,1.0,3.0,65/HD,ROY-7
2023,180.0,Joc Pederson*,31.0,SFG,NL,0.7,121.0,425.0,358.0,59.0,84.0,14.0,3.0,15.0,51.0,0.0,0.0,57.0,89.0,0.235,0.348,0.416,0.764,112.0,0.335,112.0,149.0,12.0,7.0,0.0,3.0,6.0,D7H/93,
2023,181.0,Jon Berti,33.0,MIA,NL,2.2,133.0,424.0,388.0,53.0,114.0,16.0,3.0,7.0,33.0,16.0,6.0,29.0,77.0,0.294,0.344,0.405,0.748,98.0,0.331,97.0,157.0,10.0,2.0,2.0,3.0,2.0,65H74/9D,
2023,182.0,Nolan Jones*,25.0,COL,NL,4.3,106.0,424.0,367.0,60.0,109.0,22.0,4.0,20.0,62.0,20.0,4.0,53.0,126.0,0.297,0.389,0.542,0.931,140.0,0.404,142.0,199.0,1.0,3.0,0.0,1.0,3.0,793/8H5,ROY-4
2023,183.0,Francisco Alvarez,21.0,NYM,NL,1.0,123.0,423.0,382.0,51.0,80.0,12.0,0.0,25.0,63.0,2.0,0.0,34.0,110.0,0.209,0.284,0.437,0.721,96.0,0.311,93.0,167.0,14.0,6.0,0.0,1.0,0.0,2H/D,
2023,184.0,Miguel Rojas,34.0,LAD,NL,1.4,124.0,423.0,385.0,49.0,91.0,16.0,1.0,5.0,31.0,8.0,3.0,26.0,48.0,0.236,0.29,0.322,0.612,67.0,0.284,70.0,124.0,12.0,5.0,2.0,5.0,0.0,*6H/1D45,
2023,185.0,Alejandro Kirk,24.0,TOR,AL,1.9,123.0,422.0,372.0,34.0,93.0,16.0,0.0,8.0,43.0,0.0,0.0,42.0,45.0,0.25,0.334,0.358,0.692,92.0,0.308,92.0,133.0,21.0,6.0,0.0,2.0,1.0,2HD,
2023,186.0,David Peralta*,35.0,LAD,NL,0.7,133.0,422.0,394.0,47.0,102.0,25.0,1.0,7.0,55.0,4.0,1.0,20.0,72.0,0.259,0.294,0.381,0.675,82.0,0.302,82.0,150.0,8.0,2.0,0.0,6.0,1.0,*7H9/D,
2023,187.0,Anthony Rizzo*,33.0,NYY,AL,0.5,99.0,421.0,373.0,45.0,91.0,14.0,0.0,12.0,41.0,0.0,3.0,35.0,97.0,0.244,0.328,0.378,0.706,94.0,0.309,94.0,141.0,10.0,12.0,0.0,1.0,1.0,3/D,
2023,188.0,Robbie Grossman#,33.0,TEX,AL,0.1,115.0,420.0,353.0,56.0,84.0,23.0,1.0,10.0,49.0,1.0,0.0,57.0,98.0,0.238,0.34,0.394,0.734,103.0,0.327,105.0,139.0,8.0,2.0,0.0,8.0,0.0,7D9H,
2023,189.0,Yan Gomes,35.0,CHC,NL,2.0,116.0,419.0,382.0,44.0,102.0,20.0,2.0,10.0,63.0,1.0,0.0,21.0,81.0,0.267,0.315,0.408,0.723,98.0,0.313,94.0,156.0,9.0,9.0,0.0,7.0,1.0,2DH,
2023,190.0,Tony Kemp*,31.0,OAK,AL,-1.2,124.0,419.0,359.0,42.0,75.0,13.0,3.0,5.0,27.0,15.0,4.0,44.0,40.0,0.209,0.303,0.304,0.607,73.0,0.28,74.0,109.0,9.0,6.0,7.0,3.0,0.0,74H/D,
2023,191.0,Riley Greene*,22.0,DET,AL,1.9,99.0,416.0,378.0,51.0,109.0,19.0,4.0,11.0,37.0,7.0,0.0,35.0,114.0,0.288,0.349,0.447,0.796,119.0,0.351,120.0,169.0,7.0,1.0,0.0,2.0,0.0,8/D79H,
2023,192.0,Jarred Kelenic*,23.0,SEA,AL,2.1,105.0,416.0,372.0,44.0,94.0,25.0,2.0,11.0,49.0,13.0,5.0,41.0,132.0,0.253,0.327,0.419,0.746,111.0,0.327,113.0,156.0,6.0,1.0,0.0,2.0,4.0,79/8HD,
2023,193.0,Giancarlo Stanton,33.0,NYY,AL,-0.8,101.0,415.0,371.0,43.0,71.0,13.0,0.0,24.0,60.0,0.0,0.0,41.0,124.0,0.191,0.275,0.42,0.695,87.0,0.299,84.0,156.0,11.0,2.0,0.0,1.0,3.0,D9/H7,
2023,194.0,Charlie Blackmon*,36.0,COL,NL,1.4,96.0,413.0,359.0,57.0,100.0,24.0,5.0,8.0,40.0,4.0,1.0,39.0,55.0,0.279,0.363,0.44,0.803,109.0,0.355,111.0,158.0,6.0,11.0,0.0,4.0,0.0,D9/H,
2023,195.0,Jose Altuve,33.0,HOU,AL,2.8,90.0,410.0,360.0,76.0,112.0,21.0,2.0,17.0,51.0,14.0,2.0,44.0,71.0,0.311,0.393,0.522,0.915,151.0,0.396,151.0,188.0,9.0,5.0,0.0,1.0,0.0,4/DH,
2023,196.0,Joey Wiemer,24.0,MIL,NL,0.9,132.0,410.0,367.0,48.0,75.0,19.0,0.0,13.0,42.0,11.0,4.0,36.0,116.0,0.204,0.283,0.362,0.645,75.0,0.293,77.0,133.0,4.0,5.0,0.0,2.0,0.0,*89/H7,
2023,197.0,Willi Castro#,26.0,MIN,AL,2.6,124.0,409.0,358.0,60.0,92.0,18.0,5.0,9.0,34.0,33.0,5.0,34.0,99.0,0.257,0.339,0.411,0.75,105.0,0.341,105.0,147.0,5.0,12.0,2.0,3.0,1.0,785H4/691D,
2023,198.0,Taylor Ward,29.0,LAA,AL,1.7,97.0,409.0,356.0,60.0,90.0,18.0,0.0,14.0,47.0,4.0,2.0,39.0,80.0,0.253,0.335,0.421,0.756,105.0,0.336,109.0,150.0,9.0,8.0,0.0,6.0,0.0,7/H3,
2023,199.0,Edouard Julien*,24.0,MIN,AL,2.6,109.0,408.0,338.0,60.0,89.0,16.0,1.0,16.0,37.0,3.0,0.0,64.0,128.0,0.263,0.381,0.459,0.839,130.0,0.366,130.0,155.0,8.0,2.0,1.0,3.0,0.0,4DH/3,ROY-7
2023,200.0,Kevin Kiermaier*,33.0,TOR,AL,3.8,129.0,408.0,370.0,58.0,98.0,21.0,6.0,8.0,36.0,14.0,1.0,29.0,86.0,0.265,0.322,0.419,0.741,103.0,0.33,103.0,155.0,9.0,4.0,1.0,4.0,0.0,*8/HD,GG
2023,201.0,Martín Maldonado,36.0,HOU,AL,0.3,116.0,407.0,362.0,33.0,69.0,12.0,0.0,15.0,36.0,0.0,0.0,30.0,139.0,0.191,0.258,0.348,0.606,66.0,0.265,60.0,126.0,10.0,3.0,12.0,0.0,0.0,*2/1,
2023,202.0,Elvis Andrus,34.0,CHW,AL,0.7,112.0,406.0,374.0,39.0,94.0,20.0,1.0,6.0,44.0,12.0,4.0,25.0,71.0,0.251,0.304,0.358,0.662,82.0,0.294,80.0,134.0,11.0,4.0,1.0,2.0,1.0,46/H5D,
2023,203.0,Luke Raley*,28.0,TBR,AL,2.7,118.0,406.0,357.0,56.0,89.0,23.0,3.0,19.0,49.0,14.0,3.0,28.0,128.0,0.249,0.333,0.49,0.824,125.0,0.358,126.0,175.0,2.0,18.0,1.0,2.0,0.0,937DH8/1,
2023,204.0,Yasmani Grandal#,34.0,CHW,AL,-0.6,118.0,405.0,363.0,33.0,85.0,14.0,0.0,8.0,33.0,0.0,0.0,36.0,86.0,0.234,0.309,0.339,0.647,79.0,0.294,81.0,123.0,11.0,4.0,0.0,2.0,1.0,2HD/3,
2023,205.0,Brandon Belt*,35.0,TOR,AL,2.0,103.0,404.0,339.0,53.0,86.0,23.0,0.0,19.0,43.0,0.0,0.0,61.0,141.0,0.254,0.369,0.49,0.858,135.0,0.373,138.0,166.0,5.0,2.0,0.0,2.0,1.0,D3/H,
2023,206.0,Ramón Laureano,28.0,2TM,AL,1.7,105.0,404.0,361.0,46.0,81.0,18.0,4.0,9.0,35.0,12.0,1.0,33.0,114.0,0.224,0.304,0.371,0.676,89.0,0.305,89.0,134.0,9.0,9.0,0.0,1.0,0.0,98/HD,
2023,206.0,Ramón Laureano,28.0,OAK,AL,1.1,64.0,246.0,225.0,24.0,48.0,10.0,3.0,6.0,21.0,8.0,0.0,17.0,73.0,0.213,0.28,0.364,0.645,81.0,0.291,80.0,82.0,5.0,4.0,0.0,0.0,0.0,9/H8D,
2023,206.0,Ramón Laureano,28.0,CLE,AL,0.6,41.0,158.0,136.0,22.0,33.0,8.0,1.0,3.0,14.0,4.0,1.0,16.0,41.0,0.243,0.342,0.382,0.724,101.0,0.328,104.0,52.0,4.0,5.0,0.0,1.0,0.0,98/HD,
2023,207.0,Matt McLain,23.0,CIN,NL,3.6,89.0,403.0,365.0,65.0,106.0,23.0,4.0,16.0,50.0,14.0,5.0,31.0,115.0,0.29,0.357,0.507,0.864,127.0,0.381,133.0,185.0,5.0,7.0,0.0,0.0,0.0,64/DH,ROY-5
2023,208.0,Connor Wong,27.0,BOS,AL,2.2,126.0,403.0,371.0,55.0,87.0,25.0,2.0,9.0,36.0,8.0,2.0,22.0,134.0,0.235,0.288,0.385,0.673,80.0,0.299,78.0,143.0,4.0,6.0,3.0,1.0,0.0,*2H/4D,
2023,209.0,Jesús Sánchez*,25.0,MIA,NL,1.5,125.0,402.0,360.0,43.0,91.0,23.0,3.0,14.0,52.0,3.0,1.0,38.0,107.0,0.253,0.327,0.45,0.777,104.0,0.343,106.0,162.0,12.0,2.0,1.0,1.0,1.0,*9H/87D,
2023,210.0,Alek Thomas*,23.0,ARI,NL,1.0,125.0,402.0,374.0,51.0,86.0,17.0,5.0,9.0,39.0,9.0,1.0,19.0,86.0,0.23,0.273,0.374,0.647,74.0,0.291,73.0,140.0,5.0,4.0,2.0,3.0,1.0,*8H/D,
2023,211.0,Mike Tauchman*,32.0,CHC,NL,2.7,108.0,401.0,337.0,64.0,85.0,18.0,0.0,8.0,48.0,7.0,1.0,56.0,86.0,0.252,0.363,0.377,0.739,105.0,0.342,113.0,127.0,3.0,4.0,1.0,3.0,1.0,8HD9/7,
2023,212.0,Paul DeJong,29.0,3TM,2LG,-0.5,112.0,400.0,372.0,41.0,77.0,13.0,0.0,14.0,38.0,4.0,4.0,21.0,121.0,0.207,0.258,0.355,0.612,66.0,0.264,59.0,132.0,10.0,5.0,0.0,2.0,0.0,*6/H4D,
2023,212.0,Paul DeJong,29.0,2TM,NL,0.3,99.0,356.0,328.0,40.0,74.0,13.0,0.0,14.0,37.0,4.0,4.0,21.0,103.0,0.226,0.281,0.393,0.674,82.0,0.289,77.0,129.0,9.0,5.0,0.0,2.0,0.0,6/H4D,
2023,212.0,Paul DeJong,29.0,STL,NL,0.7,81.0,306.0,279.0,38.0,65.0,11.0,0.0,13.0,32.0,4.0,4.0,21.0,87.0,0.233,0.297,0.412,0.71,91.0,0.304,87.0,115.0,8.0,5.0,0.0,1.0,0.0,6/H,
2023,212.0,Paul DeJong,29.0,TOR,AL,-0.8,13.0,44.0,44.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18.0,0.068,0.068,0.068,0.136,-62.0,0.061,-85.0,3.0,1.0,0.0,0.0,0.0,0.0,6,
2023,212.0,Paul DeJong,29.0,SFG,NL,-0.4,18.0,50.0,49.0,2.0,9.0,2.0,0.0,1.0,5.0,0.0,0.0,0.0,16.0,0.184,0.18,0.286,0.466,27.0,0.197,14.0,14.0,1.0,0.0,0.0,1.0,0.0,6/H4D,
2023,213.0,Ramón Urías,29.0,BAL,AL,1.8,116.0,396.0,360.0,45.0,95.0,22.0,3.0,4.0,42.0,3.0,1.0,27.0,101.0,0.264,0.328,0.375,0.703,98.0,0.313,100.0,135.0,10.0,8.0,0.0,1.0,0.0,543H/D,
2023,214.0,Brett Baty*,23.0,NYM,NL,-0.7,108.0,389.0,353.0,41.0,75.0,12.0,0.0,9.0,34.0,2.0,0.0,29.0,109.0,0.212,0.275,0.323,0.598,66.0,0.275,67.0,114.0,8.0,2.0,1.0,1.0,0.0,5/HD7,
2023,215.0,Michael A. Taylor,32.0,MIN,AL,1.9,129.0,388.0,355.0,48.0,78.0,14.0,1.0,21.0,51.0,13.0,1.0,26.0,130.0,0.22,0.278,0.442,0.72,93.0,0.316,91.0,157.0,7.0,3.0,3.0,1.0,0.0,*8H/D,
2023,216.0,Mike Moustakas*,34.0,2TM,2LG,-0.1,112.0,386.0,352.0,43.0,87.0,15.0,0.0,12.0,48.0,0.0,0.0,23.0,95.0,0.247,0.293,0.392,0.685,82.0,0.3,79.0,138.0,7.0,3.0,0.0,8.0,1.0,53HD,
2023,216.0,Mike Moustakas*,34.0,COL,NL,0.4,47.0,136.0,115.0,21.0,31.0,7.0,0.0,4.0,17.0,0.0,0.0,17.0,34.0,0.27,0.36,0.435,0.795,107.0,0.342,102.0,50.0,1.0,1.0,0.0,3.0,1.0,3H5/D,
2023,216.0,Mike Moustakas*,34.0,LAA,AL,-0.5,65.0,250.0,237.0,22.0,56.0,8.0,0.0,8.0,31.0,0.0,0.0,6.0,61.0,0.236,0.256,0.371,0.627,69.0,0.277,67.0,88.0,6.0,2.0,0.0,5.0,0.0,53/DH,
2023,217.0,Edward Olivares,27.0,KCR,AL,0.2,107.0,385.0,354.0,47.0,93.0,23.0,4.0,12.0,36.0,11.0,5.0,22.0,64.0,0.263,0.317,0.452,0.769,107.0,0.34,112.0,160.0,7.0,7.0,0.0,2.0,1.0,7DH/98,
2023,218.0,Chris Taylor,32.0,LAD,NL,1.5,117.0,384.0,338.0,51.0,80.0,15.0,1.0,15.0,56.0,16.0,3.0,41.0,125.0,0.237,0.326,0.42,0.746,102.0,0.333,102.0,142.0,2.0,4.0,0.0,1.0,2.0,765H/D84,
2023,219.0,Jazz Chisholm Jr.*,25.0,MIA,NL,1.0,97.0,383.0,352.0,50.0,88.0,12.0,2.0,19.0,51.0,22.0,3.0,26.0,118.0,0.25,0.304,0.457,0.761,99.0,0.342,99.0,161.0,4.0,2.0,1.0,2.0,0.0,8/HD,
2023,220.0,Andy Ibáñez,30.0,DET,AL,1.9,114.0,383.0,356.0,42.0,94.0,23.0,2.0,11.0,41.0,1.0,0.0,24.0,69.0,0.264,0.312,0.433,0.744,103.0,0.32,100.0,154.0,7.0,1.0,1.0,1.0,0.0,4H57/93D,
2023,221.0,Mike Yastrzemski*,32.0,SFG,NL,2.4,106.0,381.0,330.0,54.0,77.0,23.0,1.0,15.0,43.0,2.0,2.0,45.0,99.0,0.233,0.33,0.445,0.775,114.0,0.333,112.0,147.0,5.0,3.0,2.0,1.0,3.0,987H/D,
2023,222.0,Jake Fraley*,28.0,CIN,NL,0.8,111.0,380.0,336.0,41.0,86.0,18.0,0.0,15.0,65.0,21.0,5.0,37.0,71.0,0.256,0.339,0.443,0.783,107.0,0.349,108.0,149.0,5.0,6.0,0.0,1.0,2.0,97HD,
2023,223.0,Gabriel Moreno,23.0,ARI,NL,4.3,111.0,380.0,341.0,33.0,97.0,19.0,1.0,7.0,50.0,6.0,2.0,29.0,75.0,0.284,0.339,0.408,0.747,103.0,0.332,104.0,139.0,17.0,3.0,0.0,7.0,0.0,2H/D,GG
2023,224.0,Seth Brown*,30.0,OAK,AL,0.3,112.0,378.0,343.0,33.0,76.0,19.0,1.0,14.0,52.0,3.0,1.0,30.0,101.0,0.222,0.286,0.405,0.692,93.0,0.3,91.0,139.0,6.0,2.0,1.0,2.0,1.0,97HD3,
2023,225.0,Yainer Diaz,24.0,HOU,AL,3.2,104.0,377.0,355.0,51.0,100.0,22.0,0.0,23.0,60.0,0.0,0.0,11.0,74.0,0.282,0.308,0.538,0.846,128.0,0.363,131.0,191.0,12.0,5.0,0.0,6.0,0.0,2DH/3,ROY-5
2023,226.0,Jason Heyward*,33.0,LAD,NL,1.9,124.0,377.0,334.0,56.0,90.0,23.0,0.0,15.0,40.0,2.0,2.0,34.0,64.0,0.269,0.34,0.473,0.813,119.0,0.355,122.0,158.0,7.0,3.0,0.0,3.0,1.0,*98H/73D,
2023,227.0,Jihwan Bae*,23.0,PIT,NL,-0.5,111.0,371.0,334.0,54.0,77.0,17.0,2.0,2.0,32.0,24.0,9.0,30.0,92.0,0.231,0.296,0.311,0.608,66.0,0.276,62.0,104.0,4.0,2.0,3.0,2.0,0.0,48H/6,
2023,228.0,Brendan Donovan*,26.0,STL,NL,1.9,95.0,371.0,327.0,48.0,93.0,10.0,1.0,11.0,34.0,5.0,1.0,33.0,53.0,0.284,0.365,0.422,0.787,114.0,0.358,122.0,138.0,4.0,9.0,1.0,1.0,2.0,47D3H/956,
2023,229.0,Miguel Cabrera,40.0,DET,AL,-0.3,98.0,370.0,334.0,21.0,86.0,20.0,0.0,4.0,34.0,0.0,0.0,31.0,74.0,0.257,0.322,0.353,0.675,87.0,0.308,92.0,118.0,11.0,2.0,0.0,3.0,0.0,D/H3,
2023,230.0,Kyle Farmer,32.0,MIN,AL,1.7,120.0,369.0,336.0,49.0,86.0,14.0,2.0,11.0,46.0,2.0,4.0,23.0,86.0,0.256,0.317,0.408,0.725,97.0,0.322,103.0,137.0,7.0,8.0,0.0,2.0,0.0,456H/37D,
2023,231.0,Ryan O'Hearn*,29.0,BAL,AL,1.2,112.0,368.0,346.0,48.0,100.0,22.0,1.0,14.0,60.0,5.0,1.0,15.0,82.0,0.289,0.322,0.48,0.801,122.0,0.343,120.0,166.0,2.0,3.0,1.0,3.0,2.0,39HD/7,
2023,232.0,Jake Rogers,28.0,DET,AL,0.8,107.0,365.0,331.0,47.0,73.0,11.0,0.0,21.0,49.0,1.0,1.0,28.0,118.0,0.221,0.286,0.444,0.73,98.0,0.31,94.0,147.0,6.0,3.0,1.0,2.0,0.0,2/HD7,
2023,233.0,Jose Siri,27.0,TBR,AL,1.6,101.0,364.0,338.0,58.0,75.0,13.0,2.0,25.0,56.0,12.0,3.0,20.0,130.0,0.222,0.267,0.494,0.761,105.0,0.322,100.0,167.0,5.0,2.0,1.0,3.0,0.0,8/HD,
2023,234.0,Jarren Duran*,26.0,BOS,AL,2.2,102.0,362.0,332.0,46.0,98.0,34.0,2.0,8.0,40.0,24.0,2.0,24.0,90.0,0.295,0.346,0.482,0.828,121.0,0.366,119.0,160.0,3.0,3.0,0.0,2.0,1.0,87H/9D,
2023,235.0,Mike Trout,31.0,LAA,AL,2.9,82.0,362.0,308.0,54.0,81.0,14.0,1.0,18.0,44.0,2.0,0.0,45.0,104.0,0.263,0.367,0.49,0.858,132.0,0.366,129.0,151.0,4.0,7.0,0.0,2.0,2.0,8/DH,AS
2023,236.0,Brian Anderson,30.0,MIL,NL,0.5,96.0,361.0,318.0,38.0,72.0,12.0,3.0,9.0,40.0,1.0,3.0,36.0,108.0,0.226,0.31,0.368,0.678,85.0,0.3,85.0,117.0,10.0,4.0,0.0,3.0,0.0,59/HD,
2023,237.0,Isiah Kiner-Falefa,28.0,NYY,AL,0.0,113.0,361.0,326.0,39.0,79.0,12.0,1.0,6.0,37.0,14.0,5.0,28.0,70.0,0.242,0.306,0.34,0.646,78.0,0.29,76.0,111.0,12.0,3.0,1.0,3.0,0.0,875H/9146,
2023,238.0,Akil Baddoo*,24.0,DET,AL,0.7,112.0,357.0,312.0,40.0,68.0,13.0,1.0,11.0,34.0,14.0,3.0,42.0,89.0,0.218,0.31,0.372,0.682,88.0,0.302,84.0,116.0,4.0,0.0,2.0,1.0,2.0,7H/89D,
2023,239.0,Yoán Moncada#,28.0,CHW,AL,0.6,92.0,357.0,334.0,39.0,87.0,20.0,1.0,11.0,40.0,1.0,0.0,20.0,107.0,0.26,0.305,0.425,0.73,99.0,0.32,99.0,142.0,6.0,2.0,0.0,1.0,0.0,5/H,
2023,240.0,Christian Vázquez,32.0,MIN,AL,-0.4,102.0,355.0,327.0,34.0,73.0,13.0,0.0,6.0,32.0,1.0,0.0,25.0,82.0,0.223,0.28,0.318,0.598,64.0,0.264,58.0,104.0,11.0,1.0,1.0,1.0,1.0,2/3H4D,
2023,241.0,Patrick Bailey#,24.0,SFG,NL,0.8,97.0,353.0,326.0,29.0,76.0,18.0,1.0,7.0,48.0,1.0,0.0,21.0,100.0,0.233,0.285,0.359,0.644,78.0,0.284,75.0,117.0,8.0,3.0,2.0,1.0,0.0,2/HD,ROY-7
2023,242.0,Adam Duvall,34.0,BOS,AL,1.6,92.0,353.0,320.0,45.0,79.0,24.0,2.0,21.0,58.0,4.0,0.0,22.0,110.0,0.247,0.303,0.531,0.834,119.0,0.349,114.0,170.0,0.0,6.0,0.0,5.0,1.0,89/H7D,
2023,243.0,Rowdy Tellez*,28.0,MIL,NL,-0.7,105.0,351.0,311.0,26.0,67.0,9.0,1.0,13.0,47.0,0.0,0.0,35.0,86.0,0.215,0.291,0.376,0.667,81.0,0.294,78.0,117.0,11.0,0.0,0.0,5.0,2.0,3DH/1,
2023,244.0,Jorge Mateo,28.0,BAL,AL,0.8,116.0,350.0,318.0,58.0,69.0,14.0,2.0,7.0,34.0,32.0,5.0,22.0,82.0,0.217,0.267,0.34,0.607,70.0,0.282,67.0,108.0,8.0,1.0,5.0,3.0,0.0,*6H/8D,
2023,245.0,Josh Rojas*,29.0,2TM,2LG,0.5,105.0,350.0,314.0,47.0,77.0,17.0,0.0,4.0,40.0,12.0,0.0,27.0,81.0,0.245,0.303,0.338,0.641,78.0,0.296,78.0,106.0,3.0,1.0,2.0,4.0,0.0,45H/D17,
2023,245.0,Josh Rojas*,29.0,ARI,NL,-0.3,59.0,216.0,189.0,23.0,43.0,13.0,0.0,0.0,26.0,6.0,0.0,18.0,51.0,0.228,0.292,0.296,0.589,62.0,0.275,59.0,56.0,2.0,1.0,2.0,4.0,0.0,5/H4D17,
2023,245.0,Josh Rojas*,29.0,SEA,AL,0.8,46.0,134.0,125.0,24.0,34.0,4.0,0.0,4.0,14.0,6.0,0.0,9.0,30.0,0.272,0.321,0.4,0.721,105.0,0.33,108.0,50.0,1.0,0.0,0.0,0.0,0.0,4/H5,
2023,246.0,Taylor Walls#,26.0,TBR,AL,2.0,99.0,349.0,303.0,50.0,61.0,12.0,2.0,8.0,36.0,22.0,1.0,44.0,92.0,0.201,0.305,0.333,0.638,78.0,0.302,79.0,101.0,1.0,1.0,1.0,0.0,0.0,546/H,
2023,247.0,Alec Burleson*,24.0,STL,NL,-0.7,107.0,347.0,315.0,34.0,77.0,20.0,1.0,8.0,36.0,3.0,1.0,23.0,45.0,0.244,0.3,0.39,0.691,87.0,0.302,83.0,123.0,13.0,3.0,1.0,2.0,0.0,7DH39/1,
2023,248.0,Byron Buxton,29.0,MIN,AL,0.7,85.0,347.0,304.0,49.0,63.0,17.0,1.0,17.0,42.0,9.0,0.0,35.0,109.0,0.207,0.294,0.438,0.731,97.0,0.321,95.0,133.0,3.0,4.0,0.0,4.0,2.0,D/H,
2023,249.0,Gabriel Arias,23.0,CLE,AL,-0.2,122.0,345.0,315.0,36.0,66.0,15.0,0.0,10.0,26.0,3.0,4.0,28.0,113.0,0.21,0.275,0.352,0.628,72.0,0.274,71.0,111.0,9.0,1.0,0.0,1.0,0.0,63H95/D4,
2023,250.0,Nick Pratto*,24.0,KCR,AL,-1.3,95.0,345.0,306.0,33.0,71.0,16.0,0.0,7.0,35.0,1.0,1.0,29.0,138.0,0.232,0.307,0.353,0.66,80.0,0.291,78.0,108.0,3.0,6.0,0.0,4.0,0.0,37/H9,
2023,251.0,Aledmys Díaz,32.0,OAK,AL,-1.0,109.0,344.0,315.0,25.0,72.0,20.0,1.0,4.0,24.0,1.0,0.0,17.0,66.0,0.229,0.28,0.337,0.616,74.0,0.269,69.0,106.0,14.0,7.0,1.0,4.0,2.0,56H743/D,
2023,252.0,Mitch Garver,32.0,TEX,AL,2.3,87.0,344.0,296.0,45.0,80.0,11.0,0.0,19.0,50.0,0.0,0.0,44.0,82.0,0.27,0.37,0.5,0.87,138.0,0.381,144.0,148.0,6.0,3.0,0.0,0.0,1.0,D2/H3,
