season,Rk,Player,Age,Team,Lg,WAR,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards
2024,401.0,Jake Bird,28.0,COL,NL,0.4,2.0,2.0,0.5,4.5,35.0,0.0,5.0,0.0,0.0,1.0,40.0,43.0,21.0,20.0,5.0,25.0,1.0,31.0,4.0,0.0,1.0,185.0,106.0,5.42,1.7,9.7,1.1,5.6,7.0,1.24,
2024,402.0,Luis Medina,25.0,OAK,AL,0.3,2.0,4.0,0.333,5.18,8.0,8.0,0.0,0.0,0.0,0.0,40.0,43.0,24.0,23.0,4.0,20.0,1.0,32.0,1.0,0.0,5.0,180.0,77.0,4.44,1.575,9.7,0.9,4.5,7.2,1.6,
2024,403.0,Matthew Boyd*,33.0,CLE,AL,0.7,2.0,2.0,0.5,2.72,8.0,8.0,0.0,0.0,0.0,0.0,39.2,32.0,16.0,12.0,4.0,13.0,0.0,46.0,2.0,1.0,0.0,166.0,149.0,3.29,1.134,7.3,0.9,2.9,10.4,3.54,
2024,404.0,Paul Sewald,34.0,ARI,NL,0.2,1.0,2.0,0.333,4.31,42.0,0.0,34.0,0.0,0.0,16.0,39.2,35.0,19.0,19.0,6.0,10.0,1.0,43.0,3.0,0.0,0.0,165.0,98.0,3.95,1.134,7.9,1.4,2.3,9.8,4.3,
2024,405.0,Kyle Bradish,27.0,BAL,AL,1.1,2.0,0.0,1.0,2.75,8.0,8.0,0.0,0.0,0.0,0.0,39.1,27.0,12.0,12.0,2.0,15.0,0.0,53.0,3.0,0.0,2.0,163.0,142.0,2.5,1.068,6.2,0.5,3.4,12.1,3.53,
2024,406.0,Erik Swanson,30.0,TOR,AL,-0.3,2.0,2.0,0.5,5.03,45.0,0.0,15.0,0.0,0.0,0.0,39.1,36.0,22.0,22.0,11.0,14.0,0.0,37.0,1.0,1.0,0.0,168.0,82.0,6.06,1.271,8.2,2.5,3.2,8.5,2.64,
2024,407.0,Alex Wood*,33.0,OAK,AL,-0.2,1.0,3.0,0.25,5.26,9.0,9.0,0.0,0.0,0.0,0.0,39.1,51.0,27.0,23.0,6.0,19.0,1.0,33.0,5.0,1.0,0.0,186.0,76.0,5.3,1.78,11.7,1.4,4.3,7.6,1.74,
2024,408.0,Yimi García,33.0,2TM,AL,0.5,3.0,0.0,1.0,3.46,39.0,0.0,8.0,0.0,0.0,5.0,39.0,23.0,15.0,15.0,6.0,12.0,3.0,49.0,2.0,0.0,1.0,153.0,118.0,3.73,0.897,5.3,1.4,2.8,11.3,4.08,
2024,408.0,Yimi García,33.0,TOR,AL,0.7,3.0,0.0,1.0,2.7,29.0,0.0,8.0,0.0,0.0,5.0,30.0,16.0,9.0,9.0,3.0,8.0,3.0,42.0,2.0,0.0,1.0,115.0,154.0,2.67,0.8,4.8,0.9,2.4,12.6,5.25,
2024,408.0,Yimi García,33.0,SEA,AL,-0.2,0.0,0.0,,6.0,10.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,6.0,6.0,3.0,4.0,0.0,7.0,0.0,0.0,0.0,38.0,64.0,7.28,1.222,7.0,3.0,4.0,7.0,1.75,
2024,409.0,Scott Alexander*,34.0,OAK,AL,1.2,1.0,3.0,0.25,2.56,45.0,0.0,9.0,0.0,0.0,0.0,38.2,31.0,14.0,11.0,3.0,15.0,7.0,31.0,2.0,0.0,2.0,160.0,155.0,3.89,1.19,7.2,0.7,3.5,7.2,2.07,
2024,410.0,Joey Cantillo*,24.0,CLE,AL,-0.1,2.0,4.0,0.333,4.89,9.0,8.0,1.0,0.0,0.0,0.0,38.2,35.0,22.0,21.0,6.0,15.0,0.0,44.0,0.0,0.0,4.0,163.0,83.0,4.07,1.293,8.1,1.4,3.5,10.2,2.93,
2024,411.0,Tayler Saucedo*,31.0,SEA,AL,0.4,2.0,0.0,1.0,3.49,53.0,0.0,11.0,0.0,0.0,3.0,38.2,35.0,15.0,15.0,3.0,18.0,3.0,38.0,2.0,0.0,1.0,166.0,107.0,3.76,1.371,8.1,0.7,4.2,8.8,2.11,
2024,412.0,Tommy Henry*,26.0,ARI,NL,-0.8,2.0,3.0,0.4,7.04,9.0,7.0,1.0,0.0,0.0,0.0,38.1,49.0,31.0,30.0,9.0,18.0,0.0,30.0,4.0,0.0,0.0,182.0,60.0,6.37,1.748,11.5,2.1,4.2,7.0,1.67,
2024,413.0,Rafael Montero,33.0,HOU,AL,-0.1,1.0,2.0,0.333,4.7,41.0,0.0,7.0,0.0,0.0,0.0,38.1,35.0,21.0,20.0,8.0,19.0,0.0,23.0,3.0,0.0,0.0,164.0,86.0,6.4,1.409,8.2,1.9,4.5,5.4,1.21,
2024,414.0,Wandy Peralta*,32.0,SDP,NL,0.4,3.0,2.0,0.6,3.99,46.0,0.0,10.0,0.0,0.0,0.0,38.1,33.0,19.0,17.0,6.0,13.0,0.0,22.0,5.0,0.0,2.0,162.0,104.0,5.46,1.2,7.7,1.4,3.1,5.2,1.69,
2024,415.0,Jake Cousins,29.0,NYY,AL,0.7,2.0,1.0,0.667,2.37,37.0,0.0,6.0,0.0,0.0,1.0,38.0,20.0,14.0,10.0,5.0,20.0,1.0,53.0,5.0,0.0,4.0,155.0,171.0,4.06,1.053,4.7,1.2,4.7,12.6,2.65,
2024,416.0,Emilio Pagán,33.0,CIN,NL,0.3,4.0,5.0,0.444,4.5,38.0,1.0,5.0,0.0,0.0,1.0,38.0,40.0,20.0,19.0,6.0,11.0,0.0,44.0,0.0,1.0,0.0,158.0,98.0,3.77,1.342,9.5,1.4,2.6,10.4,4.0,
2024,417.0,Thyago Vieira,31.0,3TM,2LG,0.1,0.0,1.0,0.0,5.21,28.0,0.0,13.0,0.0,0.0,1.0,38.0,37.0,23.0,22.0,8.0,26.0,1.0,39.0,2.0,1.0,3.0,177.0,82.0,5.74,1.658,8.8,1.9,6.2,9.2,1.5,
2024,417.0,Thyago Vieira,31.0,2TM,NL,0.1,0.0,1.0,0.0,4.5,27.0,0.0,13.0,0.0,0.0,1.0,38.0,36.0,20.0,19.0,8.0,22.0,1.0,39.0,2.0,1.0,2.0,172.0,94.0,5.74,1.526,8.5,1.9,5.2,9.2,1.77,
2024,417.0,Thyago Vieira,31.0,MIL,NL,-0.2,0.0,0.0,,5.64,16.0,0.0,9.0,0.0,0.0,1.0,22.1,25.0,14.0,14.0,6.0,13.0,1.0,25.0,2.0,0.0,0.0,106.0,75.0,6.43,1.701,10.1,2.4,5.2,10.1,1.92,
2024,417.0,Thyago Vieira,31.0,BAL,AL,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,5.0,6.0,,,,,,,0.0,
2024,417.0,Thyago Vieira,31.0,ARI,NL,0.2,0.0,1.0,0.0,2.87,11.0,0.0,4.0,0.0,0.0,0.0,15.2,11.0,6.0,5.0,2.0,9.0,0.0,14.0,0.0,1.0,2.0,66.0,149.0,4.76,1.277,6.3,1.1,5.2,8.0,1.56,
2024,418.0,Ian Hamilton,29.0,NYY,AL,0.5,0.0,1.0,0.0,3.82,35.0,0.0,5.0,0.0,0.0,1.0,37.2,37.0,17.0,16.0,2.0,14.0,0.0,41.0,3.0,0.0,0.0,163.0,106.0,3.03,1.354,8.8,0.5,3.3,9.8,2.93,
2024,419.0,Zebby Matthews,24.0,MIN,AL,-0.6,1.0,4.0,0.2,6.69,9.0,9.0,0.0,0.0,0.0,0.0,37.2,51.0,31.0,28.0,11.0,11.0,0.0,43.0,2.0,0.0,1.0,177.0,63.0,5.71,1.646,12.2,2.6,2.6,10.3,3.91,
2024,420.0,Sam Moll*,32.0,CIN,NL,0.8,3.0,2.0,0.6,3.35,48.0,0.0,7.0,0.0,0.0,0.0,37.2,27.0,16.0,14.0,3.0,14.0,2.0,38.0,2.0,0.0,0.0,152.0,132.0,3.46,1.088,6.5,0.7,3.3,9.1,2.71,
2024,421.0,Manuel Rodríguez,27.0,TBR,AL,1.1,3.0,4.0,0.429,2.15,40.0,0.0,12.0,0.0,0.0,2.0,37.2,29.0,13.0,9.0,3.0,11.0,1.0,34.0,5.0,0.0,2.0,158.0,187.0,3.67,1.062,6.9,0.7,2.6,8.1,3.09,
2024,422.0,Hunter Stratton,27.0,PIT,NL,0.6,2.0,1.0,0.667,3.58,36.0,0.0,8.0,0.0,0.0,1.0,37.2,37.0,17.0,15.0,3.0,7.0,0.0,33.0,3.0,0.0,2.0,158.0,117.0,3.25,1.168,8.8,0.7,1.7,7.9,4.71,
2024,423.0,Danny Young*,30.0,NYM,NL,-0.2,4.0,1.0,0.8,4.54,42.0,0.0,13.0,0.0,0.0,0.0,37.2,29.0,22.0,19.0,3.0,18.0,1.0,48.0,7.0,0.0,5.0,165.0,87.0,3.64,1.248,6.9,0.7,4.3,11.5,2.67,
2024,424.0,Brent Honeywell Jr.,29.0,2TM,NL,0.6,1.0,1.0,0.5,2.63,20.0,1.0,13.0,0.0,0.0,1.0,37.2,32.0,12.0,11.0,3.0,11.0,0.0,18.0,2.0,1.0,2.0,149.0,155.0,4.28,1.142,7.6,0.7,2.6,4.3,1.64,
2024,424.0,Brent Honeywell Jr.,29.0,PIT,NL,0.1,0.0,0.0,,2.7,2.0,0.0,1.0,0.0,0.0,0.0,3.1,3.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,15.0,170.0,4.37,1.5,8.1,0.0,5.4,2.7,0.5,
2024,424.0,Brent Honeywell Jr.,29.0,LAD,NL,0.5,1.0,1.0,0.5,2.62,18.0,1.0,12.0,0.0,0.0,1.0,34.1,29.0,11.0,10.0,3.0,9.0,0.0,17.0,2.0,1.0,2.0,134.0,153.0,4.27,1.107,7.6,0.8,2.4,4.5,1.89,
2024,425.0,Colin Poche*,30.0,TBR,AL,0.5,1.0,2.0,0.333,3.86,43.0,0.0,7.0,0.0,0.0,2.0,37.1,30.0,16.0,16.0,7.0,13.0,2.0,33.0,0.0,0.0,1.0,153.0,104.0,4.88,1.152,7.2,1.7,3.1,8.0,2.54,
2024,426.0,Braxton Garrett*,26.0,MIA,NL,0.1,2.0,2.0,0.5,5.35,7.0,7.0,0.0,1.0,1.0,0.0,37.0,40.0,24.0,22.0,5.0,4.0,0.0,34.0,5.0,0.0,1.0,161.0,80.0,3.81,1.189,9.7,1.2,1.0,8.3,8.5,
2024,427.0,Tyler Phillips,26.0,PHI,NL,-0.6,4.0,1.0,0.8,6.87,8.0,7.0,1.0,1.0,1.0,0.0,36.2,45.0,28.0,28.0,9.0,7.0,0.0,28.0,2.0,0.0,0.0,160.0,61.0,5.57,1.418,11.0,2.2,1.7,6.9,4.0,
2024,428.0,Dillon Tate,30.0,2TM,AL,-0.1,2.0,1.0,0.667,4.66,33.0,0.0,10.0,0.0,0.0,1.0,36.2,42.0,21.0,19.0,2.0,12.0,0.0,27.0,4.0,0.0,0.0,164.0,85.0,3.71,1.473,10.3,0.5,2.9,6.6,2.25,
2024,428.0,Dillon Tate,30.0,BAL,AL,-0.1,2.0,1.0,0.667,4.59,29.0,0.0,10.0,0.0,0.0,1.0,33.1,38.0,19.0,17.0,2.0,9.0,0.0,23.0,4.0,0.0,0.0,148.0,85.0,3.74,1.41,10.3,0.5,2.4,6.2,2.56,
2024,428.0,Dillon Tate,30.0,TOR,AL,0.0,0.0,0.0,,5.4,4.0,0.0,0.0,0.0,0.0,0.0,3.1,4.0,2.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,16.0,84.0,3.47,2.1,10.8,0.0,8.1,10.8,1.33,
2024,429.0,Mason Black,24.0,SFG,NL,-0.5,1.0,5.0,0.167,6.44,9.0,8.0,0.0,0.0,0.0,0.0,36.1,46.0,26.0,26.0,7.0,15.0,0.0,31.0,3.0,0.0,0.0,169.0,61.0,5.45,1.679,11.4,1.7,3.7,7.7,2.07,
2024,430.0,Justin Wrobleski*,23.0,LAD,NL,-0.3,1.0,2.0,0.333,5.7,8.0,6.0,1.0,0.0,0.0,1.0,36.1,34.0,24.0,23.0,9.0,16.0,0.0,26.0,1.0,0.0,1.0,154.0,70.0,6.36,1.376,8.4,2.2,4.0,6.4,1.63,
2024,431.0,JT Chargois,33.0,2TM,2LG,0.8,3.0,1.0,0.75,2.23,36.0,0.0,9.0,0.0,0.0,0.0,36.1,24.0,9.0,9.0,6.0,13.0,1.0,30.0,2.0,0.0,0.0,146.0,181.0,4.9,1.018,5.9,1.5,3.2,7.4,2.31,
2024,431.0,JT Chargois,33.0,MIA,NL,0.5,1.0,0.0,1.0,1.62,15.0,0.0,7.0,0.0,0.0,0.0,16.2,15.0,3.0,3.0,3.0,7.0,1.0,12.0,0.0,0.0,0.0,71.0,269.0,5.33,1.32,8.1,1.6,3.8,6.5,1.71,
2024,431.0,JT Chargois,33.0,SEA,AL,0.3,2.0,1.0,0.667,2.75,21.0,0.0,2.0,0.0,0.0,0.0,19.2,9.0,6.0,6.0,3.0,6.0,0.0,18.0,2.0,0.0,0.0,75.0,138.0,4.54,0.763,4.1,1.4,2.7,8.2,3.0,
2024,432.0,Nick Anderson,33.0,KCR,AL,0.3,3.0,1.0,0.75,4.04,37.0,0.0,19.0,0.0,0.0,1.0,35.2,35.0,17.0,16.0,6.0,15.0,1.0,29.0,1.0,0.0,1.0,153.0,103.0,5.07,1.402,8.8,1.5,3.8,7.3,1.93,
2024,433.0,Jack Leiter,24.0,TEX,AL,-1.7,0.0,3.0,0.0,8.83,9.0,6.0,1.0,0.0,0.0,0.0,35.2,44.0,39.0,35.0,7.0,17.0,0.0,31.0,3.0,0.0,3.0,173.0,43.0,5.66,1.71,11.1,1.8,4.3,7.8,1.82,
2024,434.0,Nick Nastrini,24.0,CHW,AL,-0.8,0.0,7.0,0.0,7.07,9.0,8.0,0.0,0.0,0.0,0.0,35.2,32.0,33.0,28.0,7.0,36.0,0.0,26.0,1.0,0.0,3.0,174.0,59.0,7.37,1.907,8.1,1.8,9.1,6.6,0.72,
2024,435.0,Sixto Sánchez,25.0,MIA,NL,-0.6,0.0,3.0,0.0,6.06,14.0,7.0,2.0,0.0,0.0,0.0,35.2,43.0,29.0,24.0,3.0,14.0,0.0,17.0,3.0,1.0,1.0,162.0,71.0,4.74,1.598,10.9,0.8,3.5,4.3,1.21,
2024,436.0,Steven Okert*,32.0,MIN,AL,-0.2,3.0,2.0,0.6,5.09,44.0,1.0,8.0,0.0,0.0,1.0,35.1,37.0,22.0,20.0,6.0,16.0,3.0,33.0,3.0,0.0,2.0,160.0,83.0,5.12,1.5,9.4,1.5,4.1,8.4,2.06,
2024,437.0,Dedniel Núñez,28.0,NYM,NL,0.8,2.0,0.0,1.0,2.31,25.0,0.0,3.0,0.0,0.0,1.0,35.0,24.0,11.0,9.0,3.0,8.0,1.0,48.0,0.0,2.0,1.0,135.0,172.0,2.22,0.914,6.2,0.8,2.1,12.3,6.0,
2024,438.0,Jake Woodford,27.0,2TM,2LG,-1.3,0.0,6.0,0.0,7.97,9.0,7.0,1.0,0.0,0.0,0.0,35.0,48.0,37.0,31.0,6.0,9.0,0.0,26.0,3.0,0.0,2.0,167.0,53.0,4.94,1.629,12.3,1.5,2.3,6.7,2.89,
2024,438.0,Jake Woodford,27.0,CHW,AL,-0.3,0.0,2.0,0.0,10.8,2.0,2.0,0.0,0.0,0.0,0.0,8.1,15.0,10.0,10.0,2.0,5.0,0.0,7.0,1.0,0.0,0.0,46.0,40.0,6.77,2.4,16.2,2.2,5.4,7.6,1.4,
2024,438.0,Jake Woodford,27.0,PIT,NL,-1.0,0.0,4.0,0.0,7.09,7.0,5.0,1.0,0.0,0.0,0.0,26.2,33.0,27.0,21.0,4.0,4.0,0.0,19.0,2.0,0.0,2.0,121.0,59.0,4.37,1.388,11.1,1.4,1.4,6.4,4.75,
2024,439.0,Kody Funderburk*,27.0,MIN,AL,-0.6,1.0,0.0,1.0,6.49,27.0,0.0,6.0,0.0,0.0,1.0,34.2,41.0,26.0,25.0,4.0,15.0,0.0,32.0,5.0,1.0,4.0,161.0,65.0,4.55,1.615,10.6,1.0,3.9,8.3,2.13,
2024,440.0,Cristian Javier,27.0,HOU,AL,0.5,3.0,1.0,0.75,3.89,7.0,7.0,0.0,0.0,0.0,0.0,34.2,30.0,16.0,15.0,4.0,19.0,0.0,27.0,0.0,0.0,1.0,150.0,104.0,4.75,1.413,7.8,1.0,4.9,7.0,1.42,
2024,441.0,Ben Joyce,23.0,LAA,AL,1.6,2.0,0.0,1.0,2.08,31.0,1.0,12.0,0.0,0.0,4.0,34.2,26.0,8.0,8.0,1.0,14.0,0.0,33.0,4.0,0.0,4.0,142.0,203.0,3.19,1.154,6.8,0.3,3.6,8.6,2.36,
2024,442.0,Steven Wilson,29.0,CHW,AL,-0.6,1.0,6.0,0.143,5.71,40.0,0.0,12.0,0.0,0.0,0.0,34.2,29.0,29.0,22.0,8.0,26.0,6.0,34.0,3.0,1.0,1.0,163.0,73.0,6.71,1.587,7.5,2.1,6.8,8.8,1.31,
2024,443.0,Tanner Gordon,26.0,COL,NL,-1.1,0.0,6.0,0.0,8.65,8.0,8.0,0.0,0.0,0.0,0.0,34.1,53.0,34.0,33.0,10.0,6.0,0.0,26.0,2.0,0.0,0.0,160.0,55.0,6.14,1.718,13.9,2.6,1.6,6.8,4.33,
2024,444.0,A.J. Minter*,30.0,ATL,NL,1.1,5.0,4.0,0.556,2.62,39.0,0.0,10.0,0.0,0.0,1.0,34.1,24.0,10.0,10.0,6.0,11.0,1.0,35.0,1.0,0.0,0.0,134.0,160.0,4.45,1.019,6.3,1.6,2.9,9.2,3.18,
2024,445.0,Chris Roycroft,27.0,STL,NL,-0.1,1.0,2.0,0.333,4.19,27.0,0.0,13.0,0.0,0.0,0.0,34.1,31.0,19.0,16.0,2.0,17.0,0.0,33.0,4.0,0.0,1.0,155.0,99.0,3.84,1.398,8.1,0.5,4.5,8.7,1.94,
2024,446.0,Richard Lovelady*,28.0,2TM,2LG,0.2,3.0,6.0,0.333,4.46,35.0,0.0,8.0,0.0,0.0,2.0,34.1,34.0,18.0,17.0,3.0,11.0,1.0,26.0,2.0,0.0,1.0,147.0,91.0,3.92,1.311,8.9,0.8,2.9,6.8,2.36,
2024,446.0,Richard Lovelady*,28.0,CHC,NL,-0.3,0.0,1.0,0.0,7.94,7.0,0.0,0.0,0.0,0.0,0.0,5.2,9.0,5.0,5.0,1.0,2.0,0.0,6.0,0.0,0.0,0.0,28.0,53.0,4.4,1.941,14.3,1.6,3.2,9.5,3.0,
2024,446.0,Richard Lovelady*,28.0,TBR,AL,0.4,3.0,5.0,0.375,3.77,28.0,0.0,8.0,0.0,0.0,2.0,28.2,25.0,13.0,12.0,2.0,9.0,1.0,20.0,2.0,0.0,1.0,119.0,107.0,3.83,1.186,7.8,0.6,2.8,6.3,2.22,
2024,447.0,J.T. Ginn,25.0,OAK,AL,0.5,1.0,1.0,0.5,4.24,8.0,6.0,1.0,0.0,0.0,0.0,34.0,36.0,16.0,16.0,4.0,9.0,1.0,29.0,2.0,0.0,0.0,142.0,94.0,3.96,1.324,9.5,1.1,2.4,7.7,3.22,
2024,448.0,Michel Otañez,26.0,OAK,AL,0.4,1.0,0.0,1.0,3.44,36.0,0.0,6.0,0.0,0.0,1.0,34.0,27.0,15.0,13.0,2.0,20.0,0.0,55.0,3.0,0.0,6.0,151.0,116.0,2.72,1.382,7.1,0.5,5.3,14.6,2.75,
2024,449.0,Brock Burke*,27.0,2TM,AL,-0.2,2.0,1.0,0.667,5.82,34.0,1.0,9.0,0.0,0.0,0.0,34.0,37.0,22.0,22.0,4.0,16.0,2.0,41.0,2.0,0.0,0.0,154.0,71.0,3.87,1.559,9.8,1.1,4.2,10.9,2.56,
2024,449.0,Brock Burke*,27.0,TEX,AL,-0.5,0.0,0.0,,9.22,13.0,0.0,4.0,0.0,0.0,0.0,13.2,21.0,14.0,14.0,3.0,9.0,0.0,16.0,2.0,0.0,0.0,72.0,42.0,6.09,2.195,13.8,2.0,5.9,10.5,1.78,
2024,449.0,Brock Burke*,27.0,LAA,AL,0.3,2.0,1.0,0.667,3.54,21.0,1.0,5.0,0.0,0.0,0.0,20.1,16.0,8.0,8.0,1.0,7.0,2.0,25.0,0.0,0.0,0.0,82.0,120.0,2.38,1.131,7.1,0.4,3.1,11.1,3.57,
2024,450.0,Marco Gonzales*,32.0,PIT,NL,0.4,1.0,1.0,0.5,4.54,7.0,7.0,0.0,0.0,0.0,0.0,33.2,43.0,17.0,17.0,5.0,11.0,0.0,23.0,0.0,0.0,0.0,151.0,92.0,4.71,1.604,11.5,1.3,2.9,6.1,2.09,
2024,451.0,Adam Mazur,23.0,SDP,NL,-0.7,1.0,3.0,0.25,7.49,8.0,8.0,0.0,0.0,0.0,0.0,33.2,40.0,28.0,28.0,6.0,21.0,0.0,22.0,2.0,0.0,0.0,158.0,55.0,6.23,1.812,10.7,1.6,5.6,5.9,1.05,
2024,452.0,Jeffrey Springs*,31.0,TBR,AL,0.8,2.0,2.0,0.5,3.27,7.0,7.0,0.0,0.0,0.0,0.0,33.0,34.0,12.0,12.0,5.0,11.0,0.0,37.0,1.0,0.0,0.0,142.0,123.0,3.98,1.364,9.3,1.4,3.0,10.1,3.36,
2024,453.0,Ryan Burr,30.0,TOR,AL,0.0,0.0,2.0,0.0,4.13,34.0,4.0,5.0,0.0,0.0,0.0,32.2,29.0,16.0,15.0,4.0,12.0,0.0,47.0,1.0,0.0,0.0,140.0,100.0,3.07,1.255,8.0,1.1,3.3,12.9,3.92,
2024,454.0,Scott McGough,34.0,ARI,NL,-1.1,1.0,3.0,0.25,7.44,26.0,2.0,7.0,0.0,0.0,0.0,32.2,34.0,30.0,27.0,6.0,21.0,0.0,25.0,1.0,1.0,1.0,150.0,57.0,6.04,1.684,9.4,1.7,5.8,6.9,1.19,
2024,455.0,Jake Diekman*,37.0,NYM,NL,-0.8,2.0,3.0,0.4,5.63,43.0,0.0,10.0,0.0,0.0,4.0,32.0,23.0,24.0,20.0,7.0,24.0,0.0,40.0,4.0,0.0,2.0,145.0,71.0,6.13,1.469,6.5,2.0,6.8,11.3,1.67,
2024,456.0,Jose A. Ferrer*,24.0,WSN,NL,0.5,1.0,0.0,1.0,3.38,31.0,0.0,6.0,0.0,0.0,1.0,32.0,27.0,12.0,12.0,1.0,6.0,0.0,25.0,2.0,1.0,1.0,129.0,122.0,2.76,1.031,7.6,0.3,1.7,7.0,4.17,
2024,457.0,Joe Kelly,36.0,LAD,NL,-0.4,1.0,1.0,0.5,4.78,35.0,0.0,2.0,0.0,0.0,0.0,32.0,31.0,19.0,17.0,4.0,16.0,1.0,35.0,5.0,2.0,3.0,143.0,84.0,4.57,1.469,8.7,1.1,4.5,9.8,2.19,
2024,458.0,Julian Aguiar,23.0,CIN,NL,-0.1,2.0,1.0,0.667,6.25,7.0,7.0,0.0,0.0,0.0,0.0,31.2,30.0,22.0,22.0,8.0,12.0,1.0,19.0,5.0,0.0,1.0,140.0,71.0,6.86,1.326,8.5,2.3,3.4,5.4,1.58,
2024,459.0,Angel Chivilli,21.0,COL,NL,0.3,2.0,3.0,0.4,4.55,30.0,0.0,10.0,0.0,0.0,1.0,31.2,31.0,17.0,16.0,7.0,10.0,0.0,28.0,1.0,0.0,0.0,133.0,105.0,5.31,1.295,8.8,2.0,2.8,8.0,2.8,
2024,460.0,Kyle Tyler,27.0,MIA,NL,0.2,0.0,2.0,0.0,5.4,8.0,7.0,0.0,0.0,0.0,0.0,31.2,37.0,19.0,19.0,4.0,18.0,0.0,25.0,1.0,0.0,1.0,142.0,80.0,5.03,1.737,10.5,1.1,5.1,7.1,1.39,
2024,461.0,Josh Fleming*,28.0,PIT,NL,0.0,1.0,1.0,0.5,4.02,25.0,3.0,9.0,0.0,0.0,1.0,31.1,34.0,18.0,14.0,3.0,14.0,0.0,17.0,1.0,0.0,1.0,138.0,104.0,4.76,1.532,9.8,0.9,4.0,4.9,1.21,
2024,462.0,Michael Kelly,31.0,OAK,AL,0.8,3.0,2.0,0.6,2.59,28.0,0.0,13.0,0.0,0.0,0.0,31.1,27.0,11.0,9.0,2.0,10.0,1.0,22.0,3.0,0.0,1.0,128.0,154.0,3.84,1.181,7.8,0.6,2.9,6.3,2.2,
2024,463.0,Jordan Leasure,25.0,CHW,AL,-0.4,0.0,2.0,0.0,6.32,33.0,0.0,4.0,0.0,0.0,2.0,31.1,32.0,22.0,22.0,6.0,18.0,0.0,26.0,1.0,0.0,3.0,142.0,66.0,5.81,1.596,9.2,1.7,5.2,7.5,1.44,
2024,464.0,Rhett Lowder,22.0,CIN,NL,1.9,2.0,2.0,0.5,1.17,6.0,6.0,0.0,0.0,0.0,0.0,30.2,25.0,4.0,4.0,0.0,14.0,0.0,22.0,0.0,0.0,0.0,128.0,378.0,3.1,1.272,7.3,0.0,4.1,6.5,1.57,
2024,465.0,Robbie Ray*,32.0,SFG,NL,0.0,3.0,2.0,0.6,4.7,7.0,7.0,0.0,0.0,0.0,0.0,30.2,20.0,16.0,16.0,6.0,15.0,0.0,43.0,6.0,0.0,4.0,129.0,84.0,4.96,1.141,5.9,1.8,4.4,12.6,2.87,
2024,466.0,Bradley Blalock,23.0,2TM,NL,-0.2,1.0,3.0,0.25,5.87,7.0,6.0,0.0,0.0,0.0,0.0,30.2,35.0,22.0,20.0,4.0,20.0,0.0,20.0,1.0,0.0,0.0,147.0,82.0,5.61,1.793,10.3,1.2,5.9,5.9,1.0,
2024,466.0,Bradley Blalock,23.0,MIL,NL,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,,6.17,1.0,0.0,0.0,9.0,0.0,0.0,
2024,466.0,Bradley Blalock,23.0,COL,NL,-0.2,1.0,3.0,0.25,6.07,6.0,6.0,0.0,0.0,0.0,0.0,29.2,35.0,22.0,20.0,4.0,19.0,0.0,20.0,1.0,0.0,0.0,143.0,79.0,5.59,1.82,10.6,1.2,5.8,6.1,1.05,
2024,467.0,Matt Bowman,33.0,4TM,2LG,0.3,1.0,0.0,1.0,4.4,25.0,1.0,6.0,0.0,0.0,0.0,30.2,26.0,15.0,15.0,5.0,13.0,1.0,24.0,2.0,0.0,0.0,132.0,96.0,5.19,1.272,7.6,1.5,3.8,7.0,1.85,
2024,467.0,Matt Bowman,33.0,3TM,AL,0.4,1.0,0.0,1.0,3.38,21.0,1.0,5.0,0.0,0.0,0.0,24.0,18.0,9.0,9.0,4.0,11.0,1.0,20.0,2.0,0.0,0.0,101.0,123.0,5.29,1.208,6.8,1.5,4.1,7.5,1.82,
2024,467.0,Matt Bowman,33.0,MIN,AL,0.2,0.0,0.0,,2.35,5.0,0.0,1.0,0.0,0.0,0.0,7.2,2.0,2.0,2.0,1.0,4.0,0.0,6.0,2.0,0.0,0.0,31.0,187.0,5.64,0.783,2.3,1.2,4.7,7.0,1.5,
2024,467.0,Matt Bowman,33.0,ARI,NL,-0.1,0.0,0.0,,8.1,4.0,0.0,1.0,0.0,0.0,0.0,6.2,8.0,6.0,6.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,31.0,54.0,4.82,1.5,10.8,1.4,2.7,5.4,2.0,
2024,467.0,Matt Bowman,33.0,SEA,AL,-0.1,0.0,0.0,,13.5,1.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,44.0,27.17,3.0,13.5,13.5,13.5,0.0,0.0,
